time_s	mv
1.251	0.422954
1.252	0.16769
1.253	-0.092718
1.254	-0.26231
1.255	-0.381243
1.256	-0.463374
1.257	-0.44105
1.258	-0.323699
1.259	-0.237333
1.26	-0.212064
1.261	-0.171949
1.262	-0.150075
1.263	-0.221295
1.264	-0.283507
1.265	-0.147707
1.266	0.165449
1.267	0.355779
1.268	0.226068
1.269	0.011174
1.27	-0.012999
1.271	0.045508
1.272	0.00924
1.273	-0.08524
1.274	-0.178666
1.275	-0.289933
1.276	-0.394912
1.277	-0.402916
1.278	-0.3138
1.279	-0.240599
1.28	-0.195638
1.281	-0.095376
1.282	-0.000154
1.283	-0.051595
1.284	-0.200687
1.285	-0.235325
1.286	-0.078855
1.287	0.083175
1.288	0.104948
1.289	0.138538
1.29	0.273474
1.291	0.272001
1.292	0.019847
1.293	-0.24686
1.294	-0.325142
1.295	-0.248578
1.296	-0.105207
1.297	0.079599
1.298	0.219073
1.299	0.163754
1.3	-0.024768
1.301	-0.112427
1.302	-0.086942
1.303	-0.128457
1.304	-0.243634
1.305	-0.266174
1.306	-0.168935
1.307	-0.142787
1.308	-0.250401
1.309	-0.252749
1.31	-0.06339
1.311	0.040485
1.312	-0.078474
1.313	-0.219536
1.314	-0.228608
1.315	-0.186221
1.316	-0.231532
1.317	-0.397865
1.318	-0.626923
1.319	-0.813023
1.32	-0.802312
1.321	-0.541758
1.322	-0.234948
1.323	-0.120145
1.324	-0.1553
1.325	-0.111399
1.326	0.076145
1.327	0.191461
1.328	0.085581
1.329	-0.036823
1.33	0.002812
1.331	0.033056
1.332	-0.078396
1.333	-0.1918
1.334	-0.198202
1.335	-0.167467
1.336	-0.175216
1.337	-0.179377
1.338	-0.144698
1.339	-0.156143
1.34	-0.224797
1.341	-0.218622
1.342	-0.145107
1.343	-0.14842
1.344	-0.2062
1.345	-0.143318
1.346	0.067294
1.347	0.204136
1.348	0.129731
1.349	0.049805
1.35	0.123177
1.351	0.155047
1.352	0.010662
1.353	-0.149661
1.354	-0.199023
1.355	-0.213832
1.356	-0.297247
1.357	-0.430381
1.358	-0.548607
1.359	-0.63863
1.36	-0.642347
1.361	-0.476757
1.362	-0.246136
1.363	-0.144648
1.364	-0.152879
1.365	-0.080078
1.366	0.115304
1.367	0.215684
1.368	0.083571
1.369	-0.059009
1.37	-0.012296
1.371	0.059595
1.372	0.003887
1.373	-0.071484
1.374	-0.08249
1.375	-0.119923
1.376	-0.286583
1.377	-0.556785
1.378	-0.820131
1.379	-0.965076
1.38	-0.883631
1.381	-0.570241
1.382	-0.233746
1.383	-0.0937
1.384	-0.102089
1.385	-0.037505
1.386	0.159846
1.387	0.278424
1.388	0.176189
1.389	0.064869
1.39	0.130527
1.391	0.194522
1.392	0.100115
1.393	-0.034918
1.394	-0.109179
1.395	-0.182808
1.396	-0.303036
1.397	-0.387142
1.398	-0.370328
1.399	-0.342047
1.4	-0.345124
1.401	-0.277578
1.402	-0.157008
1.403	-0.124673
1.404	-0.154058
1.405	-0.072876
1.406	0.12178
1.407	0.161169
1.408	-0.101717
1.409	-0.35407
1.41	-0.292538
1.411	-0.096869
1.412	-0.015875
1.413	-0.016574
1.414	-0.034085
1.415	-0.115179
1.416	-0.268013
1.417	-0.375919
1.418	-0.36108
1.419	-0.320143
1.42	-0.312362
1.421	-0.248429
1.422	-0.144295
1.423	-0.126416
1.424	-0.153695
1.425	-0.049384
1.426	0.184511
1.427	0.269299
1.428	0.050915
1.429	-0.156948
1.43	-0.05952
1.431	0.131889
1.432	0.147987
1.433	0.048349
1.434	-0.055091
1.435	-0.186766
1.436	-0.357577
1.437	-0.457279
1.438	-0.4122
1.439	-0.3297
1.44	-0.291426
1.441	-0.226396
1.442	-0.14948
1.443	-0.179386
1.444	-0.278751
1.445	-0.272751
1.446	-0.12725
1.447	-0.044171
1.448	-0.130771
1.449	-0.140802
1.45	0.06834
1.451	0.197777
1.452	0.054425
1.453	-0.133111
1.454	-0.154097
1.455	-0.092628
1.456	-0.135514
1.457	-0.353406
1.458	-0.685522
1.459	-0.976459
1.46	-0.99995
1.461	-0.668199
1.462	-0.230784
1.463	-0.020444
1.464	-0.051871
1.465	-0.076532
1.466	0.022249
1.467	0.062244
1.468	-0.081007
1.469	-0.161849
1.47	-0.008012
1.471	0.114177
1.472	0.010124
1.473	-0.13273
1.474	-0.142146
1.475	-0.084724
1.476	-0.057312
1.477	-0.020215
1.478	0.05174
