time_s	mv
1.174	-0.043364
1.175	-0.067409
1.176	-0.097473
1.177	-0.124485
1.178	-0.140561
1.179	-0.141232
1.18	-0.124063
1.181	-0.088381
1.182	-0.038637
1.183	0.013835
1.184	0.058748
1.185	0.100196
1.186	0.156583
1.187	0.239211
1.188	0.331802
1.189	0.397729
1.19	0.408801
1.191	0.365771
1.192	0.294315
1.193	0.223698
1.194	0.166632
1.195	0.118157
1.196	0.072023
1.197	0.032114
1.198	0.006406
1.199	-0.004395
1.2	-0.008238
1.201	-0.013377
1.202	-0.021213
1.203	-0.027502
1.204	-0.029212
1.205	-0.029054
1.206	-0.032727
1.207	-0.042599
1.208	-0.055271
1.209	-0.064649
1.21	-0.066829
1.211	-0.063074
1.212	-0.058818
1.213	-0.060222
1.214	-0.071228
1.215	-0.091305
1.216	-0.11476
1.217	-0.133722
1.218	-0.142378
1.219	-0.138134
1.22	-0.120295
1.221	-0.090112
1.222	-0.05282
1.223	-0.017869
1.224	0.00497
1.225	0.010629
1.226	0.000871
1.227	-0.017257
1.228	-0.035157
1.229	-0.046649
1.23	-0.05035
1.231	-0.048294
1.232	-0.040924
1.233	-0.024876
1.234	0.001878
1.235	0.03436
1.236	0.062237
1.237	0.07633
1.238	0.073213
1.239	0.055281
1.24	0.028451
1.241	-0.000183
1.242	-0.024101
1.243	-0.038711
1.244	-0.043102
1.245	-0.041321
1.246	-0.04043
1.247	-0.046004
1.248	-0.059123
1.249	-0.076963
1.25	-0.095719
1.251	-0.112663
1.252	-0.12523
1.253	-0.12887
1.254	-0.115406
1.255	-0.072022
1.256	0.015692
1.257	0.15337
1.258	0.325002
1.259	0.488993
1.26	0.591676
1.261	0.593036
1.262	0.487518
1.263	0.306789
1.264	0.103986
1.265	-0.070411
1.266	-0.186141
1.267	-0.236078
1.268	-0.229764
1.269	-0.186365
1.27	-0.129007
1.271	-0.077581
1.272	-0.040733
1.273	-0.014362
1.274	0.009638
1.275	0.033214
1.276	0.050836
1.277	0.055692
1.278	0.045391
1.279	0.023101
1.28	-0.004625
1.281	-0.030624
1.282	-0.048742
1.283	-0.054904
1.284	-0.049104
1.285	-0.036415
1.286	-0.024303
1.287	-0.018068
1.288	-0.018336
1.289	-0.022158
1.29	-0.026474
1.291	-0.030762
1.292	-0.036903
1.293	-0.047889
1.294	-0.066794
1.295	-0.094574
1.296	-0.127404
1.297	-0.157207
1.298	-0.175455
1.299	-0.17667
1.3	-0.159692
1.301	-0.127586
1.302	-0.08702
1.303	-0.046903
1.304	-0.01585
1.305	0.001031
1.306	0.003953
1.307	-0.00253
1.308	-0.012319
1.309	-0.020823
1.31	-0.026643
1.311	-0.030035
1.312	-0.028987
1.313	-0.018591
1.314	0.003194
1.315	0.030566
1.316	0.052915
1.317	0.061846
1.318	0.054918
1.319	0.034969
1.32	0.007714
1.321	-0.020129
1.322	-0.041742
1.323	-0.0518
1.324	-0.049253
1.325	-0.038498
1.326	-0.026854
1.327	-0.020013
1.328	-0.01911
1.329	-0.021585
1.33	-0.024585
1.331	-0.027555
1.332	-0.032129
1.333	-0.04109
1.334	-0.057727
1.335	-0.083257
1.336	-0.113419
1.337	-0.139474
1.338	-0.153155
1.339	-0.150341
1.34	-0.131651
1.341	-0.10141
1.342	-0.066191
1.343	-0.033282
1.344	-0.008772
1.345	0.004321
1.346	0.006716
1.347	0.002157
1.348	-0.004506
1.349	-0.009741
1.35	-0.012609
1.351	-0.013422
1.352	-0.010394
1.353	0.000816
1.354	0.021637
1.355	0.046003
1.356	0.063513
1.357	0.066449
1.358	0.053883
1.359	0.031021
1.36	0.005556
1.361	-0.015675
1.362	-0.027914
1.363	-0.02885
1.364	-0.019767
1.365	-0.00612
1.366	0.005071
1.367	0.009723
1.368	0.008564
1.369	0.005082
1.37	0.001892
1.371	-0.001746
1.372	-0.009322
1.373	-0.024265
1.374	-0.047544
1.375	-0.076571
1.376	-0.105674
1.377	-0.12805
1.378	-0.137838
1.379	-0.13166
1.38	-0.109448
1.381	-0.074507
1.382	-0.033333
1.383	0.005416
1.384	0.033509
1.385	0.045793
1.386	0.041268
1.387	0.023197
1.388	-0.000339
1.389	-0.01674
1.39	-0.014121
1.391	0.010537
1.392	0.050494
1.393	0.096982
1.394	0.144252
1.395	0.187615
1.396	0.220576
1.397	0.234906
1.398	0.223326
1.399	0.1841
1.4	0.125001
1.401	0.06177
1.402	0.01057
1.403	-0.019244
1.404	-0.027653
1.405	-0.022066
1.406	-0.012214
1.407	-0.004798
1.408	-0.001553
1.409	-0.001221
1.41	-0.003004
1.411	-0.008098
1.412	-0.018162
1.413	-0.034205
1.414	-0.056996
1.415	-0.085394
1.416	-0.113923
1.417	-0.134345
1.418	-0.140134
1.419	-0.129425
1.42	-0.105024
1.421	-0.073002
1.422	-0.040934
1.423	-0.015458
1.424	4.6e-05
1.425	0.006015
1.426	0.005321
1.427	0.001366
1.428	-0.003198
1.429	-0.007154
1.43	-0.011011
1.431	-0.015332
1.432	-0.017247
1.433	-0.01053
1.434	0.008445
1.435	0.035676
1.436	0.061331
1.437	0.07588
1.438	0.074926
1.439	0.060017
1.44	0.036378
1.441	0.010176
1.442	-0.012753
1.443	-0.027569
1.444	-0.032355
1.445	-0.029675
1.446	-0.024789
1.447	-0.021878
