time_s,mv
0.827,-0.040697
0.828,-0.043283
0.829,-0.044889
0.83,-0.044253
0.831,-0.040364
0.832,-0.031959
0.833,-0.01817
0.834,-0.000438
0.835,0.017019
0.836,0.030288
0.837,0.039627
0.838,0.049252
0.839,0.062676
0.84,0.078081
0.841,0.087868
0.842,0.083392
0.843,0.061741
0.844,0.0286
0.845,-0.005306
0.846,-0.030499
0.847,-0.042755
0.848,-0.043241
0.849,-0.03612
0.85,-0.025949
0.851,-0.016242
0.852,-0.009046
0.853,-0.004943
0.854,-0.003339
0.855,-0.003001
0.856,-0.002691
0.857,-0.001795
0.858,-0.00065
0.859,-0.00013
0.86,-0.000716
0.861,-0.001956
0.862,-0.002819
0.863,-0.002574
0.864,-0.00142
0.865,-0.000347
0.866,-0.000366
0.867,-0.001814
0.868,-0.004217
0.869,-0.006656
0.87,-0.008387
0.871,-0.009388
0.872,-0.010318
0.873,-0.011866
0.874,-0.014151
0.875,-0.016639
0.876,-0.018514
0.877,-0.019314
0.878,-0.019406
0.879,-0.019813
0.88,-0.021358
0.881,-0.023879
0.882,-0.026302
0.883,-0.027486
0.884,-0.027135
0.885,-0.026049
0.886,-0.025457
0.887,-0.025978
0.888,-0.027163
0.889,-0.027985
0.89,-0.027717
0.891,-0.026462
0.892,-0.02505
0.893,-0.024451
0.894,-0.025078
0.895,-0.026467
0.896,-0.027585
0.897,-0.027653
0.898,-0.026821
0.899,-0.02604
0.9,-0.026155
0.901,-0.02722
0.902,-0.028808
0.903,-0.030812
0.904,-0.03357
0.905,-0.037105
0.906,-0.040286
0.907,-0.040978
0.908,-0.037491
0.909,-0.030165
0.91,-0.021435
0.911,-0.01437
0.912,-0.011049
0.913,-0.011784
0.914,-0.015402
0.915,-0.02014
0.916,-0.024403
0.917,-0.027163
0.918,-0.028197
0.919,-0.028106
0.92,-0.027845
0.921,-0.027971
0.922,-0.028233
0.923,-0.027887
0.924,-0.026497
0.925,-0.024512
0.926,-0.023024
0.927,-0.022852
0.928,-0.023819
0.929,-0.024877
0.93,-0.024908
0.931,-0.023614
0.932,-0.021819
0.933,-0.020841
0.934,-0.021395
0.935,-0.023007
0.936,-0.024373
0.937,-0.024343
0.938,-0.02279
0.939,-0.020786
0.94,-0.019884
0.941,-0.020957
0.942,-0.023461
0.943,-0.025789
0.944,-0.02629
0.945,-0.023696
0.946,-0.016686
0.947,-0.004109
0.948,0.013198
0.949,0.031363
0.95,0.045971
0.951,0.056276
0.952,0.066069
0.953,0.079531
0.954,0.09607
0.955,0.108896
0.956,0.108855
0.957,0.091128
0.958,0.059352
0.959,0.023635
0.96,-0.005359
0.961,-0.021414
0.962,-0.024133
0.963,-0.017251
0.964,-0.006008
0.965,0.004979
0.966,0.012935
0.967,0.017165
0.968,0.018555
0.969,0.018696
0.97,0.018952
0.971,0.019771
0.972,0.020568
0.973,0.020283
0.974,0.018306
0.975,0.015161
0.976,0.012368
0.977,0.011434
0.978,0.01268
0.979,0.014947
0.98,0.016511
0.981,0.016395
0.982,0.014943
0.983,0.013283
0.984,0.012347
0.985,0.012263
0.986,0.012384
0.987,0.011784
0.988,0.009909
0.989,0.007008
0.99,0.003983
0.991,0.001671
0.992,0.000134
0.993,-0.001357
0.994,-0.003607
0.995,-0.006587
0.996,-0.009174
0.997,-0.009994
0.998,-0.008655
0.999,-0.006128
1.0,-0.003947
1.001,-0.003006
1.002,-0.003008
1.003,-0.00302
1.004,-0.002473
1.005,-0.001629
1.006,-0.001224
1.007,-0.001831
1.008,-0.003526
1.009,-0.005872
1.01,-0.008077
1.011,-0.009446
1.012,-0.009892
1.013,-0.009979
1.014,-0.010434
1.015,-0.011663
1.016,-0.013645
1.017,-0.016133
1.018,-0.018912
1.019,-0.021793
1.02,-0.024122
1.021,-0.024351
1.022,-0.02083
1.023,-0.013488
1.024,-0.004515
1.025,0.002799
1.026,0.005978
1.027,0.004512
1.028,-0.000346
1.029,-0.006574
1.03,-0.01223
1.031,-0.015971
1.032,-0.017469
1.033,-0.017488
1.034,-0.017367
1.035,-0.018045
1.036,-0.019295
1.037,-0.019941
1.038,-0.019014
1.039,-0.016724
1.04,-0.014274
1.041,-0.012722
1.042,-0.012078
1.043,-0.011483
1.044,-0.010165
1.045,-0.008161
1.046,-0.006351
1.047,-0.005886
1.048,-0.007343
1.049,-0.010172
1.05,-0.01297
1.051,-0.014456
1.052,-0.014364
1.053,-0.013565
1.054,-0.013355
1.055,-0.014437
1.056,-0.01637
1.057,-0.017952
1.058,-0.018013
1.059,-0.01562
1.06,-0.00958
1.061,0.001536
1.062,0.017751
1.063,0.036053
1.064,0.051964
1.065,0.063729
1.066,0.074213
1.067,0.087674
1.068,0.104476
1.069,0.118678
1.07,0.120913
1.071,0.105025
1.072,0.073323
1.073,0.035789
1.074,0.004082
1.075,-0.014468
1.076,-0.018886
1.077,-0.012865
1.078,-0.001866
1.079,0.009205
1.08,0.01725
1.081,0.021314
1.082,0.022272
1.083,0.022026
1.084,0.022376
1.085,0.024066
1.086,0.026509
1.087,0.028339
1.088,0.028409
1.089,0.026659
1.09,0.024298
1.091,0.023007
1.092,0.023579
1.093,0.025196
1.094,0.026072
1.095,0.024931
1.096,0.021986
1.097,0.018628
1.098,0.016243
1.099,0.015264
1.1,0.015105
1.101,0.014741
1.102,0.013419
1.103,0.011179
1.104,0.008775
1.105,0.006911
1.106,0.005578
1.107,0.004176
1.108,0.002198
1.109,-0.000184
1.11,-0.002083
1.111,-0.002521
1.112,-0.00125
1.113,0.00092
1.114,0.002618
1.115,0.002922
1.116,0.002046
1.117,0.00108
1.118,0.001041
1.119,0.002089
1.12,0.003497
1.121,0.004243
1.122,0.003781
1.123,0.002528
1.124,0.0016
1.125,0.001914
1.126,0.003402
1.127,0.005023
1.128,0.005562
1.129,0.0045
1.13,0.002149
1.131,-0.000959
1.132,-0.004662
1.133,-0.00902
1.134,-0.013404
1.135,-0.015933
1.136,-0.014491
1.137,-0.008624
1.138,-0.000341
1.139,0.006995
1.14,0.010695
1.141,0.010093
1.142,0.006444
1.143,0.001866
1.144,-0.001779
1.145,-0.003611
1.146,-0.003983
1.147,-0.004077
1.148,-0.004933
1.149,-0.006591
1.15,-0.008085
1.151,-0.008257
1.152,-0.006725
1.153,-0.004345
1.154,-0.002783
1.155,-0.003341
1.156,-0.005969
1.157,-0.009344
1.158,-0.011897
1.159,-0.012926
1.16,-0.012953
1.161,-0.013127
1.162,-0.014137
1.163,-0.015532
1.164,-0.01605
1.165,-0.014735
1.166,-0.01192
1.167,-0.009168
1.168,-0.008193
1.169,-0.009639
1.17,-0.012617
1.171,-0.015298
1.172,-0.015953
1.173,-0.013378
1.174,-0.006559
1.175,0.005183
1.176,0.020805
1.177,0.036795
1.178,0.049424
1.179,0.058507
1.18,0.068005
1.181,0.081765
1.182,0.09839
1.183,0.11024
1.184,0.108003
1.185,0.087695
1.186,0.05432
1.187,0.01889
1.188,-0.00824
1.189,-0.02204
1.19,-0.023198
1.191,-0.015802
1.192,-0.004716
1.193,0.005999
1.194,0.013692
1.195,0.017368
1.196,0.0177
1.197,0.016488
1.198,0.015574
1.199,0.015845
1.2,0.01692
1.201,0.017746
1.202,0.017617
1.203,0.016824
1.204,0.01644
1.205,0.017417
1.206,0.019749
1.207,0.022347
1.208,0.023708
1.209,0.022916
1.21,0.02026
1.211,0.016983
1.212,0.014292
1.213,0.012435
1.214,0.010633
1.215,0.007942
1.216,0.004199
1.217,0.00022
1.218,-0.002886
1.219,-0.004633
1.22,-0.005457
1.221,-0.006185
1.222,-0.007234
1.223,-0.008292
1.224,-0.008625
1.225,-0.007665
1.226,-0.005517
1.227,-0.003084
1.228,-0.001625
1.229,-0.001964
1.23,-0.003848
1.231,-0.00604
1.232,-0.007264
1.233,-0.007204
1.234,-0.00667
1.235,-0.006811
1.236,-0.008067
1.237,-0.009768
1.238,-0.010719
1.239,-0.010158
1.24,-0.00827
1.241,-0.005991
1.242,-0.004369
1.243,-0.003968
1.244,-0.004814
1.245,-0.00681
1.246,-0.010003
1.247,-0.01427
1.248,-0.018556
1.249,-0.020699
1.25,-0.018707
1.251,-0.012585
1.252,-0.004777
1.253,0.001293
1.254,0.003206
1.255,0.000669
1.256,-0.004655
1.257,-0.010284
1.258,-0.01422
1.259,-0.015625
1.26,-0.01491
1.261,-0.013433
1.262,-0.012634
1.263,-0.012998
1.264,-0.013798
1.265,-0.013944
1.266,-0.013051
1.267,-0.011788
1.268,-0.011371
1.269,-0.012562
1.27,-0.014861
1.271,-0.016765
1.272,-0.017041
1.273,-0.015788
1.274,-0.014327
1.275,-0.014044
1.276,-0.015197
1.277,-0.016748
1.278,-0.017444
1.279,-0.017011
1.28,-0.016178
1.281,-0.015874
1.282,-0.016611
1.283,-0.01828
1.284,-0.020069
1.285,-0.020641
1.286,-0.018696
1.287,-0.013504
1.288,-0.004714
1.289,0.007919
1.29,0.023591
1.291,0.039392
1.292,0.051922
1.293,0.060787
1.294,0.069484
1.295,0.081872
1.296,0.097453
1.297,0.109745
1.298,0.109757
1.299,0.092742
1.3,0.06259
1.301,0.029646
1.302,0.004231
1.303,-0.008513
1.304,-0.009577
1.305,-0.003664
1.306,0.004325
1.307,0.011531
1.308,0.016863
1.309,0.019698
1.31,0.020069
1.311,0.019676
1.312,0.020871
1.313,0.024183
1.314,0.02765
1.315,0.028588
1.316,0.025907
1.317,0.021086
1.318,0.016897
1.319,0.01504
1.32,0.01529
1.321,0.01666
1.322,0.018452
1.323,0.020107
1.324,0.02095
1.325,0.020654
1.326,0.019779
1.327,0.01925
1.328,0.019104
1.329,0.018669
1.33,0.018325
1.331,0.019723
1.332,0.023219
1.333,0.025925
1.334,0.024059
1.335,0.017779
1.336,0.012339
1.337,0.01309
1.338,0.019447
1.339,0.025206
1.34,0.025638
1.341,0.022676
1.342,0.021537
1.343,0.023778
1.344,0.026406
1.345,0.0273
1.346,0.02788
1.347,0.029606
1.348,0.031367
1.349,0.031899
1.35,0.031938
1.351,0.032555
1.352,0.0335
1.353,0.034508
1.354,0.036572
1.355,0.040509
1.356,0.045454
1.357,0.04986
1.358,0.052762
1.359,0.053412
1.36,0.05121
1.361,0.047397
1.362,0.045848
1.363,0.050384
1.364,0.061075
1.365,0.073665
1.366,0.082101
1.367,0.081823
1.368,0.072484
1.369,0.058525
1.37,0.046481
1.371,0.040935
1.372,0.04205
1.373,0.046248
1.374,0.04958
1.375,0.050589
1.376,0.050027
1.377,0.049115
1.378,0.048862
1.379,0.049895
1.38,0.052007
1.381,0.054499
1.382,0.057263
1.383,0.060783
1.384,0.064811
1.385,0.067838
1.386,0.068399
1.387,0.066506
1.388,0.063557
1.389,0.061234
1.39,0.060594
1.391,0.061887
1.392,0.064711
1.393,0.067965
1.394,0.06998
1.395,0.069471
1.396,0.066718
1.397,0.063608
1.398,0.062508
1.399,0.065284
1.4,0.072865
1.401,0.084178
1.402,0.094546
1.403,0.096894
1.404,0.088043
1.405,0.075176
1.406,0.073406
1.407,0.093495
1.408,0.130622
1.409,0.165484
1.41,0.177635
1.411,0.159795
1.412,0.1213
1.413,0.079503
1.414,0.04819
1.415,0.032062
1.416,0.028634
1.417,0.032925
1.418,0.040647
1.419,0.048978
1.42,0.056178
1.421,0.061316
1.422,0.064432
1.423,0.066501
1.424,0.068636
1.425,0.071062
1.426,0.072869
1.427,0.072806
1.428,0.070457
1.429,0.066855
1.43,0.063986
1.431,0.063481
1.432,0.065423
1.433,0.06822
1.434,0.069766
1.435,0.068964
1.436,0.066328
1.437,0.063259
1.438,0.060877
1.439,0.059449
1.44,0.058454
1.441,0.057069
1.442,0.054949
1.443,0.052664
1.444,0.051206
1.445,0.050867
1.446,0.050682
1.447,0.049202
1.448,0.045824
1.449,0.041399
1.45,0.037694
1.451,0.036189
1.452,0.037043
1.453,0.038953
1.454,0.040061
1.455,0.039257
1.456,0.036857
