animal_id,recording_date,study_guess,n_beats,heart_rate_bpm,rr_mean_ms,rr_std_ms,r_amplitude_mv,qrs_duration_ms,j_wave_amplitude_mv,t_wave_amplitude_mv,qt_ms,qtc_ms,qtc_formula,qt_std_ms,qrs_std_ms,r_amplitude_std_mv,rr_cv,cluster_k2,cluster_k5,cluster_hier_k2,cluster_hier_k5,cluster_gmm_k2,cluster_gmm_k5
119,2024-11-01,acute,248,578.3414634146342,103.74493927125506,23.43811529699346,0.22816821637336834,6.0,0.04140815623475624,0.05556229819428715,81.77272727272727,80.28326423123221,Mitchell,19.851668559311193,2.7697223072752015,0.052903576318363274,0.22592056500906865,0,0,1,3,1,0
122,2024-11-14,acute,132,551.656372824256,108.76335877862596,5.013569373469905,0.38294813417926016,6.0,0.0803446450088432,0.016959851289159802,67.71052631578948,64.92543740875693,Mitchell,10.998570851819213,0.375,0.03434085650186116,0.04609612492451976,0,4,1,3,1,4
123,2024-11-14,acute,305,502.60395139290733,119.3782894736842,26.33081598302206,0.24899047892831153,6.0,0.09427293984355904,0.020904789263629184,79.0801393728223,72.37769534723175,Mitchell,8.613933418105589,13.176831060424362,0.0541270203895002,0.22056620260777346,0,0,1,3,1,4
124,2024-11-13,acute,132,496.65108050044233,120.80916030534351,9.765807307458623,0.22241065954583403,6.0,0.0375637576605585,0.0032471591690049085,79.00884955752213,71.88293567533448,Mitchell,18.70088594884766,1.3722664865387917,0.11498402136956651,0.080836645853474,0,0,1,2,1,4
125,2024-11-14,acute,94,500.3586800573888,119.91397849462365,18.12376287470852,0.17914856548679597,5.0,0.052918622781645455,0.0031389739993502724,91.21176470588236,83.29442838481657,Mitchell,5.5012858186303415,0.3864108672153545,0.01827733286846357,0.15113970116103773,0,0,1,1,1,1
126,2024-11-15,acute,225,452.41862187363245,132.62053571428572,77.78476528808508,0.3001299144908053,14.0,0.1245550792866783,0.027925033018101255,65.22115384615384,56.63476317816425,Mitchell,15.24935569593516,28.275184289492096,1.0683618766021004,0.5865212719066569,0,2,2,4,0,3
127,2024-11-15,acute,115,559.6923328696506,107.20175438596492,19.83434931688195,0.14646988075146625,5.0,0.03007781135598725,0.028877787738238493,64.19811320754717,62.00422990212779,Mitchell,10.1853487784878,0.6346732408505672,0.03441269376527916,0.18501888733528699,0,4,1,3,1,0
128,2024-11-15,acute,144,553.584102200142,108.38461538461539,1.1440173649516614,0.37246753431056867,6.0,0.055886113927916946,0.012096097207712599,66.69117647058823,64.05964952662268,Mitchell,7.020092545430241,0.4530656579071883,0.020113379270576333,0.010555163764635627,0,4,1,3,1,4
129,2024-11-15,acute,127,524.5992644507668,114.37301587301587,17.85350794750841,0.27197213051893354,6.0,0.08616745609413724,0.04108379593691656,62.51724137931034,58.45720136089497,Mitchell,6.2184616560139965,0.5484044519862147,0.02172655179106728,0.1560989522854805,0,4,1,3,1,0
130,2024-11-15,acute,565,516.7595632587615,116.1081560283688,35.9712338811335,0.17313446848390998,6.0,0.04049125112620571,0.029636549210313966,59.89453860640301,55.58477599041009,Mitchell,8.401942066823684,1.4699138271277348,0.027341482277621926,0.3098079851715552,0,4,1,3,1,0
131,2024-11-18,acute,230,461.95743536294253,129.882096069869,62.255621059322486,0.5711611670658839,7.0,0.1419251726442626,0.07442748770459441,65.15204678362574,57.1680553650456,Mitchell,17.93977617796402,15.555420847753,0.3358801871360827,0.47932411735819686,0,3,1,2,1,3
132,2024-11-18,acute,110,565.7439446366782,106.05504587155963,4.118240505238545,0.3249436971598939,6.0,0.030094756608983118,0.032420244528660734,66.57281553398059,64.64445177029465,Mitchell,6.762935233716392,0.3500761939383121,0.018999045699618737,0.038831160473270024,0,4,1,3,1,4
133,2024-11-18,acute,280,557.2569906790945,107.67025089605735,0.9812323085281863,0.35178597572620696,6.0,0.07418184174036715,0.04420496748466757,71.13011152416357,68.54971082885415,Mitchell,2.1926319091467428,0.3226387836947783,0.019570270577676376,0.009113309390125298,0,4,1,3,1,4
134,2024-11-18,acute,873,597.8472015906026,100.36009174311927,17.002091152287736,0.83946278505433,6.0,0.18876639141886142,0.14838439493463326,70.29135802469136,70.1651421042325,Mitchell,11.920484364053232,1.672058528305531,1.8861876627625116,0.16941087694305945,0,4,1,3,1,0
135,2024-11-18,acute,175,514.9960536700868,116.50574712643679,0.6152881409380309,0.3584430488660493,6.0,0.08207216667737913,0.04529307412150499,70.71974522292993,65.51896266163207,Mitchell,4.900071159745539,0.4401236551609508,0.026961745608500128,0.005281182740884834,0,4,1,3,1,4
136,2024-11-18,acute,297,595.6932984503925,100.72297297297297,1.41095445971961,0.37856488594527277,6.0,0.019836223621895067,0.05556444185513009,80.65,80.3600324948079,Mitchell,13.503508316067542,1.1695037238037236,0.06375946268122124,0.014008268601227765,0,0,1,3,1,0
137,2024-11-18,acute,170,569.9190647482014,105.27810650887574,0.7151797729493989,0.3206529281321331,5.0,0.022041587299614307,0.0235326866648359,71.62987012987013,69.81120447749589,Mitchell,7.854852626685308,0.31495903222084426,0.02904094150291074,0.006793243122102542,0,4,1,3,1,4
138,2024-11-18,acute,152,530.6313693334895,113.0728476821192,1.052611595023504,0.11986398390545819,4.0,0.02513630628117277,0.038334865820703376,74.06756756756756,69.6544580374597,Mitchell,4.357591174690864,0.4741647548744009,0.01966936883150812,0.009309145534060507,0,0,1,3,1,4
139,2024-11-18,acute,368,685.5968615729498,87.5149863760218,26.636680591563437,0.2667352565066437,6.0,-0.009121966631228733,0.10938653202182126,59.83888888888889,63.96498553765421,Mitchell,3.3780611024865235,0.5021996677869508,0.012801996071987348,0.30436707693828324,0,4,1,3,1,0
140,2024-11-18,acute,159,574.4062045564712,104.45569620253164,4.273447774530717,0.2089024382441193,6.0,0.009074750531180804,0.021745938611250574,74.31428571428572,72.71202568731844,Mitchell,12.795618468995979,0.5563905750377645,0.021178926980725273,0.04091158194230812,0,0,1,3,1,0
141,2024-11-18,acute,635,489.6067958041058,122.54731861198738,17.049277175249514,0.35974631671175533,6.0,0.08073557599202122,0.00607857039443572,77.29947460595447,69.82720126943504,Mitchell,11.352083806113338,0.5851299575398533,0.06818735802592467,0.13912403280916652,0,0,1,3,1,4
142,2024-11-18,acute,170,517.0303895574139,116.04733727810651,3.9833143816358896,0.5104207340281243,6.0,0.02697060055014923,0.017886869580929086,80.10843373493977,74.36364185699,Mitchell,8.889233594387221,0.39548713180509204,0.02573720035544211,0.03432490977444755,0,0,1,3,1,4
143,2024-11-19,acute,271,553.5622757560226,108.38888888888889,2.865100001282364,0.2379719902289516,5.0,-0.0019924885177065414,0.042314843535697866,71.44318181818181,68.62279550571498,Mitchell,6.866778935964781,0.39939753775441583,0.014334714128750542,0.026433521282974142,0,4,1,3,1,4
144,2024-11-19,acute,756,583.4921943428307,102.82913907284768,7.885197405089987,0.2856358030410419,6.0,0.0956986310825696,0.045960347813365464,70.3971119133574,69.42193944758546,Mitchell,6.907860910106113,2.185379418906978,0.08444630856048106,0.07668251894537251,0,4,1,3,1,0
145,2024-11-19,acute,133,442.6559356136821,135.54545454545453,2.4877214086545982,0.34668382381223867,5.0,0.027565729075481306,0.0032385221065089342,97.51612903225806,83.75948033303673,Mitchell,4.359808747060654,0.33751535925556286,0.021770508879277794,0.01835341079490314,0,0,1,1,1,1
146,2024-11-19,acute,145,405.6528475515282,147.90972222222223,15.349956467647182,0.5077305561558788,6.0,0.06173243005159972,-0.012139235734352183,69.45161290322581,57.10629378778549,Mitchell,22.07244348967815,0.7545129986054004,0.01930966126983681,0.10377922584821796,0,3,1,2,1,3
147,2024-11-19,acute,127,530.377437912165,113.12698412698413,10.046280208701429,0.14854859092703984,4.0,0.03252796605296495,0.07067655050383725,80.18181818181819,75.38636368299058,Mitchell,2.5527762664727724,0.4192207434586601,0.019982696478779594,0.08880533929397924,0,0,1,3,1,4
148,2024-11-19,acute,209,422.0065600378724,142.1778846153846,8.126540959553358,0.40050751760923803,6.0,0.04630321117891144,-0.013393198174438127,93.4047619047619,78.3344851830514,Mitchell,12.14383580815381,0.5738055849357896,0.019424501920506213,0.057157559922466385,0,3,1,1,1,1
149,2024-11-19,acute,158,384.80392156862746,155.9235668789809,6.386626051682075,0.47375582238651237,6.0,0.03245842482758962,-0.0010818826761890337,82.28260869565217,65.89495589264762,Mitchell,17.32555984093927,0.7885655974321576,0.031852746589949535,0.040959979171327036,0,3,1,2,1,3
150,2024-11-19,acute,163,476.54066774525666,125.9074074074074,1.8408935028645435,0.22570213260644983,6.0,0.01738375072983054,-0.0020971669959613942,91.12101910828025,81.20689918030453,Mitchell,5.060341427711884,0.4347127273033343,0.016619457061212428,0.014621010318382902,0,0,1,1,1,1
151,2024-11-26,acute,125,343.585480742588,174.6290322580645,144.1235619234235,0.11283993719663489,5.0,0.040766808991748574,0.06267209209294936,70.85217391304347,53.616067387292325,Mitchell,8.594412177179038,9.446234955722288,0.029780301585288074,0.8253127218298935,0,3,1,2,1,3
152,2024-11-26,acute,149,570.2543025944002,105.21621621621621,6.115154077789813,0.30659620604832927,6.0,0.024324596329667332,0.022463153924987194,71.56666666666666,69.77011677947789,Mitchell,9.65343438980176,6.156865957271172,0.06572202303039738,0.05811988206478888,0,4,1,3,1,4
153,2024-11-26,acute,305,489.9406376749308,122.46381578947368,8.766422960952255,0.27308315400893063,6.0,0.03273084166721074,-0.006456079882249027,89.87407407407407,81.21393161686198,Mitchell,7.300689614144425,0.5748843271444358,0.035002662804922174,0.07158378092695172,0,0,1,1,1,1
154,2024-11-26,acute,191,562.2965374371116,106.70526315789473,0.7884575285307721,0.3329148134156107,6.0,0.10865963238843658,0.014109301205692282,67.46428571428571,65.31019883756792,Mitchell,8.209015678441386,0.45264305672420335,0.02531269059887921,0.00738911563681793,0,4,1,3,1,4
155,2024-11-26,acute,149,537.0751179387928,111.71621621621621,2.7504867609789145,0.31587115853746883,6.0,0.1485214592469999,-0.010789482676628374,70.52941176470588,66.72862144087654,Mitchell,11.183281951510105,0.4200057243642544,0.028301372505254243,0.024620300025697314,0,4,1,3,1,4
156,2024-11-26,acute,178,459.780067538315,130.49717514124293,12.43442997459131,0.1791974410944061,4.0,0.03181352630049697,0.00461309186469944,96.6304347826087,84.58890017528111,Mitchell,5.343767892043667,0.5095197637093085,0.019117503311874225,0.09528505089196736,0,0,1,1,1,1
157,2024-11-26,acute,152,582.4119310876832,103.01986754966887,8.216625583677278,0.26438408544503095,6.0,0.07384667578937311,0.025193438118919317,68.07407407407408,67.06891015913831,Mitchell,5.427323507571707,0.7574831751441072,0.024106801081780437,0.07975767955356576,0,4,1,3,1,0
158,2024-11-26,acute,234,520.5734500093092,115.25751072961373,1.3966544944344805,0.2582198878425551,6.0,0.06945856959277269,0.0041719425932887,68.55868544600939,63.859845564453224,Mitchell,11.634876902139856,0.42356948206314876,0.02807618207462967,0.012117687477312754,0,4,1,3,1,4
159,2024-11-26,acute,229,506.68543279380714,118.41666666666667,9.239690448756383,0.28564702753407695,6.0,0.03723526313427904,0.042472693951609033,75.33181818181818,69.22644560987054,Mitchell,7.86030349976028,4.944607596450295,0.052501481657528014,0.0780269425651489,0,0,1,3,1,4
160,2024-11-26,acute,428,542.1419049029773,110.67213114754098,24.589975550216078,0.2165834164051688,5.0,0.024360998306998456,0.028921517812465002,74.90078328981723,71.19790635336564,Mitchell,10.776189304636103,3.054623371140146,0.10855897652189932,0.2221876031051964,0,0,1,3,1,4
201,2024-12-14,chronic,208,499.2964824120603,120.16908212560386,8.470130879424584,0.3948545611346175,6.0,0.10967111974824088,0.019522418062675805,70.35678391959799,64.18146221836874,Mitchell,10.444579170509124,0.35913973413842115,0.02471114898717191,0.07048510922777443,0,4,1,3,1,4
202,2024-12-14,chronic,214,541.8468583057746,110.73239436619718,2.965005392207098,0.42526021896827043,6.0,0.05908866505797626,0.006281853611557336,69.63387978142076,66.17336932128221,Mitchell,13.023324372898488,0.3563403561655259,0.043767067078238624,0.026776314277118286,0,4,1,3,1,4
203,2024-12-14,chronic,228,541.9385643800732,110.7136563876652,12.772410058229706,0.24312050997832385,6.0,0.07319302998421505,0.02306299730727179,63.129629629629626,59.99742955455285,Mitchell,4.466084269177762,0.46207177416909573,0.022040540231437138,0.11536435951051024,0,4,1,3,1,0
204,2024-12-14,chronic,278,567.4097845754669,105.74368231046931,12.48576021436387,0.13973544381449327,4.0,0.00645914689901478,0.03823208335948056,72.06716417910448,70.08260206148647,Mitchell,4.171775614554036,0.5174333061152638,0.01839536934147873,0.11807570855821897,0,4,1,3,1,4
205,2024-12-14,chronic,190,466.4747017688194,128.62433862433863,3.2781741498986987,0.23706230646981613,6.0,0.023009973591162948,-0.0006442906223632318,94.24022346368714,83.09496895644936,Mitchell,6.9098002341331215,0.49926632388945275,0.012938314077729645,0.025486421815337473,0,0,1,1,1,1
206,2024-12-14,chronic,215,531.3250020690226,112.92523364485982,0.9612290116093161,0.3905462292065557,6.0,0.03972672045414863,0.04300181643941979,74.86341463414634,70.4488865045152,Mitchell,4.467845694052473,0.4894570978392762,0.02256316323170282,0.008512083443035407,0,0,1,3,1,4
207,2024-12-14,chronic,193,494.2933150261735,121.38541666666667,12.526721003219302,0.29266465145086545,6.0,0.057170308436104586,0.02936745393998752,76.94117647058823,69.83539049358718,Mitchell,10.878949807016534,0.5398102949676389,0.03364897935060279,0.10319790751815439,0,0,1,3,1,4
208,2024-12-14,chronic,247,512.1621152711753,117.15040650406505,0.8885552578905105,0.26804080670106556,5.0,0.026868585382222438,0.050169270947377075,79.83127572016461,73.75664770555937,Mitchell,3.52094224835146,0.2795933381356069,0.012336615352295821,0.007584739006942141,0,0,1,3,1,4
209,2024-12-14,chronic,164,487.7075749264449,123.02453987730061,0.8458389089062633,0.3067896862506737,6.0,0.05239122150413121,0.027053683478186374,76.41666666666667,68.8957155252431,Mitchell,6.350979943013451,0.4916681775446329,0.014133563934221788,0.006875367384018397,0,0,1,3,1,4
210,2024-12-14,chronic,190,605.3165367780506,99.12169312169313,1.1113559338518675,0.17201977265846477,5.0,0.006033316031089259,0.02124945772495247,98.23076923076923,98.66501564717923,Mitchell,4.9185676464096435,0.8162207840676614,0.010011556662732703,0.011212035416782479,0,0,1,1,1,1
211,2024-12-14,chronic,613,492.37700631562006,121.8578431372549,1.5786175315349047,0.6291821945208284,6.0,0.18693079539599516,0.01594975825106513,79.38275862068966,71.91168142956349,Mitchell,7.645991599586319,0.43821992668059717,0.035047864843158194,0.012954582904908507,0,0,1,3,1,4
212,2024-12-14,chronic,200,517.6899063475546,115.89949748743719,1.034725234959669,0.3023480782225706,6.0,0.051189392467556244,0.05360878123037024,77.2,71.70947184584952,Mitchell,5.241470773839712,0.5516307482474669,0.03671703104841097,0.008927780166362042,0,0,1,3,1,4
213,2024-12-14,chronic,241,604.9403461603092,99.18333333333334,1.046878870545937,0.40141352317923856,6.0,0.08949013892785208,-0.003907443278735243,95.0,95.39030894258241,Mitchell,,0.9738997166474685,0.018274313861053555,0.010554987772266211,0,0,1,1,1,1
214,2024-12-14,chronic,189,506.85239272073693,118.37765957446808,6.156682457147123,0.21740129173647096,5.0,0.04875707376556655,0.029156353839247588,80.92307692307692,74.37680403617254,Mitchell,11.153108992742556,0.4073670385393515,0.019294225489086932,0.05200882057711342,0,0,1,3,1,4
215,2024-12-14,chronic,325,535.4044451788812,112.06481481481481,7.6812745025924,0.17369160364018613,6.0,0.09020122728912537,0.021423026706048502,72.45602605863192,68.44470752553265,Mitchell,3.808382718086945,0.49612988199974817,0.019628409424184843,0.06854314188878619,0,0,1,3,1,4
216,2024-12-14,chronic,164,515.5508697944123,116.38036809815951,1.4749287028470777,0.23048782389293013,6.0,0.042011698130819314,0.030167630933060435,81.21794871794872,75.28564114661911,Mitchell,1.9977240979541526,0.4909111822110755,0.01671447696593853,0.012673346260625919,0,0,1,3,1,4
217,2024-12-14,chronic,212,626.3295898679067,95.79620853080569,0.7310689070012634,0.30240403153036416,6.0,0.08626054579516586,0.02104495673332069,99.33333333333333,101.48943832901438,Mitchell,0.7111590022187594,0.4932839338369648,0.013118771847878926,0.0076315014781213365,0,0,1,1,1,1
218,2024-12-14,chronic,245,529.0737595316396,113.40573770491804,1.015987361018553,0.2704657669990985,5.0,0.0728043362976022,0.05272402122664652,74.81818181818181,70.25700561813802,Mitchell,1.6270534424426,0.4874369012404815,0.012372365790009592,0.00895887087884525,0,0,1,3,1,4
219,2024-12-14,chronic,250,558.9225589225589,107.34939759036145,4.785985256723511,0.3907711718882072,6.0,0.058450883904788836,0.024944115806600112,61.56170212765957,59.41701274118157,Mitchell,2.4943143202064384,0.3364946695729354,0.02378423215808734,0.04458325211089242,0,4,1,3,1,0
220,2024-12-14,chronic,153,525.830258302583,114.10526315789474,1.0866918919535766,0.32133779255847544,6.0,0.08425579823553066,0.014916860374457242,74.61744966442953,69.85340213844957,Mitchell,6.226140745837363,0.4124979095538709,0.021286265105353957,0.009523591304021197,0,0,1,3,1,4
221,2024-12-17,chronic,142,516.7990226023213,116.09929078014184,1.249599733280376,0.3498699108512234,6.0,0.06057821587239212,0.006209422170559388,66.38983050847457,61.615045926024465,Mitchell,16.052815552124002,0.5587296558854548,0.05095062571940369,0.010763198680056997,0,4,1,3,1,4
222,2024-12-17,chronic,152,512.9947341600135,116.96026490066225,3.658562185161427,0.24949911418691081,6.0,0.04409796005384033,0.03239581296114393,76.78102189781022,70.99613659915963,Mitchell,8.133730900380899,0.49804988833968017,0.019448474530460357,0.03128038559307941,0,0,1,3,1,4
223,2024-12-17,chronic,145,501.56739811912223,119.625,1.1335629823547675,0.28335002084741406,5.0,0.03510337485150914,0.02121007806305033,73.25185185185185,66.97421515862203,Mitchell,12.801421631943223,0.46963537651505566,0.01975283142311624,0.009475970594397221,0,0,1,3,1,4
224,2024-12-17,chronic,196,619.2114315956602,96.8974358974359,3.0426086863565547,0.25315854499276347,6.0,0.0775559599761066,0.008328448351644565,100.0,101.58833853643998,Mitchell,,0.2782990215993282,0.009120871062873435,0.03140030134107056,0,0,1,1,1,1
225,2024-12-17,chronic,144,465.14149409085985,128.993006993007,27.271069255881876,0.07193151355330088,5.0,0.04095108303316486,0.004415573742504087,90.47887323943662,79.66436525323684,Mitchell,13.657262796409857,0.7060464915194992,0.009192064804024755,0.21141509831893682,0,3,1,1,1,1
226,2024-12-17,chronic,233,514.1843971631206,116.6896551724138,1.1313233495653803,0.2219497879323968,6.0,0.030704809343268125,0.04446743137856072,76.70270270270271,71.0059085576047,Mitchell,2.6142477512430875,0.5181080118220263,0.018741642745280528,0.009695146908213955,0,0,1,3,1,4
227,2024-12-17,chronic,172,522.2171323866239,114.89473684210526,1.3018205875255096,0.2933810565916622,6.0,0.017807962668364086,0.03816563546628516,83.76969696969697,78.15142063811436,Mitchell,2.470864967597484,0.5009215315662068,0.01469750323536531,0.011330550234990694,0,0,1,3,1,4
228,2024-12-17,chronic,192,574.4072978798055,104.45549738219896,0.856466817339491,0.48048545305344414,6.0,-0.002166124005224685,0.027235714386158516,67.44516129032257,65.99106645902543,Mitchell,6.5168532119041025,0.41605217846404596,0.025986978363805327,0.008199346504528233,0,4,1,3,1,4
229,2024-12-17,chronic,219,566.9455160157773,105.8302752293578,2.749713167685837,0.28267600097154816,6.0,0.05420812964874048,0.032808668852842345,75.0,72.90482983073146,Mitchell,2.34468269619,0.5181465517795234,0.020505705811934782,0.025982292512483747,0,0,1,3,1,4
230,2024-12-17,chronic,142,532.946957288648,112.58156028368795,0.8876616824057169,0.38805951198349786,6.0,0.06487730300266546,0.017648117909553528,77.12230215827338,72.68526086500933,Mitchell,1.1258518942333984,0.4695947580462175,0.010076904416196047,0.007884609878997485,0,0,1,3,1,4
231,2024-12-18,chronic,322,536.729461598484,111.78816199376946,0.8507258216817052,0.23385333148315532,4.0,0.031130367735076537,0.052786190283271785,53.144654088050316,50.264535879916956,Mitchell,1.6522099834749444,0.47672102013072887,0.011661435328904143,0.007610160203985826,0,4,1,3,1,0
232,2024-12-18,chronic,132,336.63111910574327,178.23664122137404,166.98216542544384,0.10720166319698458,6.0,0.039883757456014274,0.028987603327339604,97.24285714285715,72.83820184442835,Mitchell,3.774190437372886,8.007756331329501,0.031572570867095896,0.9368565536311252,0,3,1,2,1,3
233,2024-12-18,chronic,229,578.2154782535188,103.76754385964912,0.7045472960284388,0.21826802241793136,5.0,0.11703687613840012,0.025510441863927747,64.18137254901961,63.00546654915316,Mitchell,1.4959538461411845,0.4113795914937107,0.01812681802656654,0.006789669195421786,0,4,1,3,1,0
234,2024-12-18,chronic,192,573.1719515854757,104.68062827225131,27.64830996306506,0.23925487481218327,5.0,0.11849410309485454,0.020976967139486727,99.41666666666667,97.1686205565221,Mitchell,0.5835920751217648,0.6537933027837098,0.030073223546736326,0.2641205963261692,0,0,1,1,1,1
235,2024-12-18,chronic,183,533.7243401759531,112.41758241758242,10.555892736811527,0.10655094898730337,8.0,0.018085128404193438,-0.0011099092965180927,38.5527950310559,36.36124531131265,Mitchell,8.629093681492579,0.8612637777405483,0.02607134746833761,0.09389894809871446,0,4,1,3,1,0
236,2024-12-18,chronic,190,573.1614859742228,104.68253968253968,4.892978241203986,0.12892938166224918,6.0,0.042690103810221494,0.005141807516112023,80.3305785123967,78.51339722174362,Mitchell,13.710937501226327,0.9171462624299254,0.015731385998730436,0.0467411113261336,0,0,1,3,1,0
237,2024-12-18,chronic,220,552.8441602154157,108.5296803652968,0.7558854022943562,0.31283723461729057,6.0,0.038197476507290724,0.04309001102237377,68.46634615384616,65.7208072884155,Mitchell,1.6087989084742198,0.2813391767556357,0.018242081574151803,0.006964780507508583,0,4,1,3,1,4
238,2024-12-18,chronic,244,528.1460552053901,113.60493827160494,0.8578130806287735,0.292161421020729,6.0,0.05950872874597333,0.028562227419855788,72.04366812227074,67.59229801300441,Mitchell,2.985023523062044,0.47961783078353165,0.013825883971735444,0.007550843243961166,0,0,1,3,1,4
239,2024-12-18,chronic,394,544.0324850610249,110.28753180661577,5.59302337507303,0.37303722307095466,6.0,0.02121007322179594,0.031014003940231294,67.71703296703296,64.48143775127284,Mitchell,5.304983466012666,0.31107738979164745,0.02845962793731238,0.050713106762423014,0,4,1,3,1,4
240,2024-12-18,chronic,174,544.167758846658,110.26011560693641,25.798559406067962,0.19351108634158642,6.0,0.046377955068427366,0.023711446385251085,65.53658536585365,62.412932410967336,Mitchell,7.104942499192606,0.6648775113670609,0.023730469446377776,0.23397907089120618,0,4,1,3,1,0
241,2024-12-19,chronic,156,519.7272828881189,115.44516129032257,3.2972675335953894,0.2839300309771253,6.0,0.04307274586860372,0.04973463261428552,81.67375886524823,76.01419071220666,Mitchell,1.8879181803575114,0.35856515648934495,0.019651380085436872,0.02856133160317902,0,0,1,3,1,4
242,2024-12-19,chronic,175,531.2436393242418,112.94252873563218,3.2889948631994166,0.28324812373177716,6.0,0.03466977230610728,0.04151404372972554,76.17647058823529,71.6790256867448,Mitchell,1.6148458485299593,0.37006878332651194,0.01774583862414415,0.029120960014079916,0,0,1,3,1,4
243,2024-12-19,chronic,192,491.7188706770788,122.02094240837697,1.268891414968806,0.31978915597320157,6.0,0.07576713386214096,0.02894672085789955,81.6978021978022,73.9593670938732,Mitchell,3.0794086402940737,0.5003201425658247,0.014820664910084902,0.010398964226338365,0,0,1,3,1,4
244,2024-12-19,chronic,286,559.0610390034982,107.32280701754387,6.377861620752814,0.283448874343372,6.0,0.007422552242685114,0.03019532055475986,68.31835205992509,65.94644220666902,Mitchell,8.66197725150921,2.8527979561771852,0.033479043554121374,0.059426899071976715,0,4,1,3,1,4
245,2024-12-19,chronic,230,459.47030497592294,130.58515283842794,25.16363896504995,0.3068364173345608,6.0,0.05452306663553465,-0.0036138536898426728,77.72131147540983,68.0132016777175,Mitchell,18.120595241242917,1.0165869310312494,0.2140949266861554,0.192699081159592,0,3,1,2,1,4
246,2024-12-19,chronic,310,468.72629822521105,128.0064724919094,3.812141852462902,0.36432864040960394,6.0,0.05041978337453116,-0.010913176147630847,87.63422818791946,77.45648794874467,Mitchell,15.912125151700444,0.2544935132023877,0.018216145736289036,0.029780852313572248,0,3,1,1,1,1
247,2024-12-19,chronic,184,550.8176984047357,108.92896174863388,1.0996415568146962,0.40475711763059335,6.0,0.06792988716200402,0.031770991992788426,73.52046783625731,70.44279507505517,Mitchell,8.219302375782732,0.499170582785316,0.01762231215141135,0.010095033856581188,0,0,1,3,1,4
248,2024-12-19,chronic,161,509.933071284394,117.6625,0.9961403502942126,0.473605968175096,6.0,0.07830970749786241,0.05642766103018337,76.63522012578616,70.64954567009774,Mitchell,1.015209547788782,0.35286311735234177,0.014227702013401896,0.008466081804263998,0,0,1,3,1,4
