animal_id,time_ms,voltage_mv
115,27.0,0.278685
115,28.0,0.33494
115,29.0,0.355324
115,30.0,0.3424
115,31.0,0.306862
115,32.0,0.256369
115,33.0,0.192404
115,34.0,0.106768
115,35.0,-0.022129
115,36.0,-0.212422
115,37.0,-0.445514
115,38.0,-0.66327
115,39.0,-0.806601
115,40.0,-0.847963
115,41.0,-0.794298
115,42.0,-0.676857
115,43.0,-0.537914
115,44.0,-0.416882
115,45.0,-0.339929
115,46.0,-0.314178
115,47.0,-0.327941
115,48.0,-0.356873
115,49.0,-0.373248
115,50.0,-0.357564
115,51.0,-0.308389
115,52.0,-0.242333
115,53.0,-0.18559
115,54.0,-0.168686
115,55.0,-0.223978
115,56.0,-0.367039
115,57.0,-0.568511
115,58.0,-0.759979
115,59.0,-0.877767
115,60.0,-0.894724
115,61.0,-0.819843
115,62.0,-0.685399
115,63.0,-0.532463
115,64.0,-0.397307
115,65.0,-0.302797
115,66.0,-0.255214
115,67.0,-0.246436
115,68.0,-0.259396
115,69.0,-0.273694
115,70.0,-0.274161
115,71.0,-0.259301
115,72.0,-0.235767
115,73.0,-0.199133
115,74.0,-0.125182
115,75.0,0.011193
115,76.0,0.209737
115,77.0,0.440883
115,78.0,0.658335
115,79.0,0.813202
115,80.0,0.873104
115,81.0,0.836764
115,82.0,0.727834
115,83.0,0.578438
115,84.0,0.418488
115,85.0,0.270485
115,86.0,0.146658
115,87.0,0.049143
115,88.0,-0.025122
115,89.0,-0.077646
115,90.0,-0.108784
115,91.0,-0.123818
115,92.0,-0.129031
115,93.0,-0.115288
115,94.0,-0.053064
115,95.0,0.083349
115,96.0,0.287147
115,97.0,0.519267
115,98.0,0.727726
115,99.0,0.864663
115,100.0,0.902486
115,101.0,0.844539
115,102.0,0.720061
115,103.0,0.570932
115,104.0,0.439382
115,105.0,0.355441
115,106.0,0.325622
115,107.0,0.331012
115,108.0,0.340583
115,109.0,0.331615
115,110.0,0.298399
115,111.0,0.245047
115,112.0,0.179162
115,113.0,0.114026
115,114.0,0.064247
115,115.0,0.02963
115,116.0,-0.006082
115,117.0,-0.051387
115,118.0,-0.094983
115,119.0,-0.122012
115,120.0,-0.127784
115,121.0,-0.115266
115,122.0,-0.090562
115,123.0,-0.060881
115,124.0,-0.032135
115,125.0,-0.007528
115,126.0,0.011581
115,127.0,0.023766
115,128.0,0.028705
115,129.0,0.030721
115,130.0,0.035591
115,131.0,0.041976
115,132.0,0.041221
115,133.0,0.024091
115,134.0,-0.021689
115,135.0,-0.118104
115,136.0,-0.280629
115,137.0,-0.486739
115,138.0,-0.677669
115,139.0,-0.798372
115,140.0,-0.826129
115,141.0,-0.768472
115,142.0,-0.651516
115,143.0,-0.509319
115,144.0,-0.37282
115,145.0,-0.261923
115,146.0,-0.184107
115,147.0,-0.13762
115,148.0,-0.11413
115,149.0,-0.100146
115,150.0,-0.083953
115,151.0,-0.065068
115,152.0,-0.052023
115,153.0,-0.050829
115,154.0,-0.06319
115,155.0,-0.095164
115,156.0,-0.1528
115,157.0,-0.224128
115,158.0,-0.280974
115,159.0,-0.303317
115,160.0,-0.290803
115,161.0,-0.253835
115,162.0,-0.205077
115,163.0,-0.158531
115,164.0,-0.128997
115,165.0,-0.126902
115,166.0,-0.152163
115,167.0,-0.193953
115,168.0,-0.23535
115,169.0,-0.259054
115,170.0,-0.256225
115,171.0,-0.23321
115,172.0,-0.202472
115,173.0,-0.163299
115,174.0,-0.098353
115,175.0,0.006154
115,176.0,0.143683
115,177.0,0.292823
115,178.0,0.42697
115,179.0,0.517848
115,180.0,0.54562
115,181.0,0.510851
115,182.0,0.432813
115,183.0,0.337402
115,184.0,0.246472
115,185.0,0.173166
115,186.0,0.121126
115,187.0,0.08573
115,188.0,0.059498
115,189.0,0.038853
115,190.0,0.022739
115,191.0,0.006421
115,192.0,-0.013098
115,193.0,-0.022436
115,194.0,0.006787
115,195.0,0.092956
115,196.0,0.225946
115,197.0,0.376035
115,198.0,0.508966
115,199.0,0.592593
125,-100.0,-0.020333
125,-99.0,-0.020241
125,-98.0,-0.018024
125,-97.0,-0.015127
125,-96.0,-0.013368
125,-95.0,-0.013319
125,-94.0,-0.013913
125,-93.0,-0.013545
125,-92.0,-0.01157
125,-91.0,-0.008934
125,-90.0,-0.007443
125,-89.0,-0.008236
125,-88.0,-0.010699
125,-87.0,-0.012714
125,-86.0,-0.012149
125,-85.0,-0.008591
125,-84.0,-0.003922
125,-83.0,-0.001011
125,-82.0,-0.001452
125,-81.0,-0.004313
125,-80.0,-0.006932
125,-79.0,-0.007015
125,-78.0,-0.004315
125,-77.0,-0.000636
125,-76.0,0.00172
125,-75.0,0.0017
125,-74.0,2.3e-05
125,-73.0,-0.001744
125,-72.0,-0.002579
125,-71.0,-0.002752
125,-70.0,-0.003371
125,-69.0,-0.005127
125,-68.0,-0.007278
125,-67.0,-0.007881
125,-66.0,-0.005336
125,-65.0,-0.000164
125,-64.0,0.004693
125,-63.0,0.005819
125,-62.0,0.002133
125,-61.0,-0.003992
125,-60.0,-0.008425
125,-59.0,-0.008343
125,-58.0,-0.004146
125,-57.0,0.001118
125,-56.0,0.004124
125,-55.0,0.003528
125,-54.0,0.000574
125,-53.0,-0.002194
125,-52.0,-0.002984
125,-51.0,-0.002014
125,-50.0,-0.001059
125,-49.0,-0.001747
125,-48.0,-0.00404
125,-47.0,-0.00614
125,-46.0,-0.005854
125,-45.0,-0.002309
125,-44.0,0.003498
125,-43.0,0.009835
125,-42.0,0.015958
125,-41.0,0.022685
125,-40.0,0.031266
125,-39.0,0.041635
125,-38.0,0.051368
125,-37.0,0.056069
125,-36.0,0.051678
125,-35.0,0.037791
125,-34.0,0.018994
125,-33.0,0.002237
125,-32.0,-0.007682
125,-31.0,-0.010613
125,-30.0,-0.009877
125,-29.0,-0.008996
125,-28.0,-0.009136
125,-27.0,-0.008995
125,-26.0,-0.006823
125,-25.0,-0.002717
125,-24.0,0.000897
125,-23.0,0.001149
125,-22.0,-0.00268
125,-21.0,-0.00818
125,-20.0,-0.01138
125,-19.0,-0.009604
125,-18.0,-0.003447
125,-17.0,0.00357
125,-16.0,0.007421
125,-15.0,0.006417
125,-14.0,0.002302
125,-13.0,-0.001278
125,-12.0,-0.001676
125,-11.0,0.000885
125,-10.0,0.003818
125,-9.0,0.00438
125,-8.0,0.001608
125,-7.0,-0.003269
125,-6.0,-0.007343
125,-5.0,-0.005883
125,-4.0,0.008406
125,-3.0,0.043279
125,-2.0,0.098381
125,-1.0,0.154938
125,0.0,0.179149
125,1.0,0.146682
125,2.0,0.06835
125,3.0,-0.012871
125,4.0,-0.054408
125,5.0,-0.044378
125,6.0,-0.002923
125,7.0,0.039655
125,8.0,0.063765
125,9.0,0.066009
125,10.0,0.052919
125,11.0,0.033205
125,12.0,0.013897
125,13.0,-0.000526
125,14.0,-0.008413
125,15.0,-0.011202
125,16.0,-0.012622
125,17.0,-0.016333
125,18.0,-0.023304
125,19.0,-0.031007
125,20.0,-0.035279
125,21.0,-0.033549
125,22.0,-0.026954
125,23.0,-0.019689
125,24.0,-0.016012
125,25.0,-0.017221
125,26.0,-0.021022
125,27.0,-0.023681
125,28.0,-0.022967
125,29.0,-0.019521
125,30.0,-0.015863
125,31.0,-0.014104
125,32.0,-0.014285
125,33.0,-0.014649
125,34.0,-0.013455
125,35.0,-0.010697
125,36.0,-0.008265
125,37.0,-0.008392
125,38.0,-0.011594
125,39.0,-0.015829
125,40.0,-0.017719
125,41.0,-0.015064
125,42.0,-0.008703
125,43.0,-0.002152
125,44.0,0.000918
125,45.0,-0.000587
125,46.0,-0.004545
125,47.0,-0.007512
125,48.0,-0.007401
125,49.0,-0.004763
125,50.0,-0.001901
125,51.0,-0.000832
125,52.0,-0.001819
125,53.0,-0.00351
125,54.0,-0.004294
125,55.0,-0.003705
125,56.0,-0.002806
125,57.0,-0.003242
125,58.0,-0.005647
125,59.0,-0.008736
125,60.0,-0.009995
125,61.0,-0.007647
125,62.0,-0.002475
125,63.0,0.002245
125,64.0,0.003139
125,65.0,-0.000408
125,66.0,-0.005668
125,67.0,-0.008833
125,68.0,-0.007962
125,69.0,-0.004151
125,70.0,-0.000337
125,71.0,0.001027
125,72.0,-0.000413
125,73.0,-0.003014
125,74.0,-0.004627
125,75.0,-0.004359
125,76.0,-0.003225
125,77.0,-0.003073
125,78.0,-0.004677
125,79.0,-0.006754
125,80.0,-0.006827
125,81.0,-0.003171
125,82.0,0.003843
125,83.0,0.012113
125,84.0,0.019534
125,85.0,0.025488
125,86.0,0.030745
125,87.0,0.036072
125,88.0,0.040963
125,89.0,0.043383
125,90.0,0.040739
125,91.0,0.031849
125,92.0,0.018533
125,93.0,0.005073
125,94.0,-0.004416
125,95.0,-0.008544
125,96.0,-0.009031
125,97.0,-0.008785
125,98.0,-0.009496
125,99.0,-0.010681
125,100.0,-0.010658
125,101.0,-0.008447
125,102.0,-0.004955
125,103.0,-0.002404
125,104.0,-0.002512
125,105.0,-0.005002
125,106.0,-0.007725
125,107.0,-0.008251
125,108.0,-0.005645
125,109.0,-0.001166
125,110.0,0.002624
125,111.0,0.003717
125,112.0,0.002076
125,113.0,-0.000477
125,114.0,-0.001799
125,115.0,-0.001175
125,116.0,0.000224
125,117.0,0.000671
125,118.0,-0.000154
125,119.0,-0.000334
125,120.0,0.003256
125,121.0,0.013133
125,122.0,0.030413
125,123.0,0.055309
125,124.0,0.086347
125,125.0,0.116617
125,126.0,0.131774
125,127.0,0.117334
125,128.0,0.072759
125,129.0,0.017449
125,130.0,-0.021087
125,131.0,-0.027121
125,132.0,-0.005962
125,133.0,0.023896
125,134.0,0.045455
125,135.0,0.051692
125,136.0,0.044592
125,137.0,0.029958
125,138.0,0.013452
125,139.0,-0.000808
125,140.0,-0.010532
125,141.0,-0.015528
125,142.0,-0.017601
125,143.0,-0.01944
125,144.0,-0.022878
125,145.0,-0.027644
125,146.0,-0.031595
125,147.0,-0.032407
125,148.0,-0.02948
