animal_id,time_s,mv
107,11.042,-0.210866
107,11.043,-0.312491
107,11.044,-0.310974
107,11.045,-0.310112
107,11.046,-0.285957
107,11.047,-0.127965
107,11.048,0.048511
107,11.049,0.048615
107,11.05,-0.048733
107,11.051,-2.3e-05
107,11.052,0.198001
107,11.053,0.229761
107,11.054,-0.054037
107,11.055,-0.314518
107,11.056,-0.262257
107,11.057,-0.084166
107,11.058,0.00913
107,11.059,0.06453
107,11.06,0.099149
107,11.061,0.019733
107,11.062,-0.157002
107,11.063,-0.270609
107,11.064,-0.274449
107,11.065,-0.281765
107,11.066,-0.271819
107,11.067,-0.129462
107,11.068,0.035687
107,11.069,0.030756
107,11.07,-0.064725
107,11.071,0.003793
107,11.072,0.272782
107,11.073,0.469371
107,11.074,0.430815
107,11.075,0.36561
107,11.076,0.400415
107,11.077,0.322688
107,11.078,0.070467
107,11.079,-0.104229
107,11.08,-0.071728
107,11.081,0.036613
107,11.082,0.116811
107,11.083,0.214468
107,11.084,0.293612
107,11.085,0.205406
107,11.086,0.038705
107,11.087,0.049207
107,11.088,0.174952
107,11.089,0.136428
107,11.09,-0.068862
107,11.091,-0.181911
107,11.092,-0.113435
107,11.093,-0.089565
107,11.094,-0.23512
107,11.095,-0.292578
107,11.096,-0.118676
107,11.097,0.010623
107,11.098,-0.055997
107,11.099,-0.112807
107,11.1,-0.031276
107,11.101,0.079334
107,11.102,0.139951
107,11.103,0.209556
107,11.104,0.256291
107,11.105,0.135289
107,11.106,-0.056249
107,11.107,-0.050587
107,11.108,0.097177
107,11.109,0.101646
107,11.11,-0.053892
107,11.111,-0.125519
107,11.112,-0.037134
107,11.113,-0.022208
107,11.114,-0.196298
107,11.115,-0.274985
107,11.116,-0.095929
107,11.117,0.053178
107,11.118,-0.004525
107,11.119,-0.070935
107,11.12,-0.006943
107,11.121,0.087441
107,11.122,0.135475
107,11.123,0.200925
107,11.124,0.259292
107,11.125,0.158264
107,11.126,-0.027469
107,11.127,-0.041052
107,11.128,0.076441
107,11.129,0.062637
107,11.13,-0.088882
107,11.131,-0.136296
107,11.132,0.000367
107,11.133,0.099136
107,11.134,0.02053
107,11.135,-0.036655
107,11.136,0.044958
107,11.137,0.064006
107,11.138,-0.051537
107,11.139,-0.102357
107,11.14,-0.005976
107,11.141,0.100419
107,11.142,0.133512
107,11.143,0.167791
107,11.144,0.195422
107,11.145,0.074968
107,11.146,-0.115209
107,11.147,-0.115431
107,11.148,0.034415
107,11.149,0.066039
107,11.15,-0.044131
107,11.151,-0.081831
107,11.152,0.002029
107,11.153,-0.029808
107,11.154,-0.271456
107,11.155,-0.408973
107,11.156,-0.255053
107,11.157,-0.078406
107,11.158,-0.061963
107,11.159,-0.05009
107,11.16,0.051509
107,11.161,0.130497
107,11.162,0.127706
107,11.163,0.142391
107,11.164,0.186828
107,11.165,0.114076
107,11.166,-0.034171
107,11.167,-0.031377
107,11.168,0.087587
107,11.169,0.082092
107,11.17,-0.055472
107,11.171,-0.105576
107,11.172,-0.00103
107,11.173,0.051523
107,11.174,-0.05682
107,11.175,-0.109228
107,11.176,0.008903
107,11.177,0.079966
107,11.178,0.010364
107,11.179,-0.019702
107,11.18,0.055964
107,11.181,0.084327
107,11.182,-0.019709
107,11.183,-0.125835
107,11.184,-0.127768
107,11.185,-0.123154
107,11.186,-0.142232
107,11.187,-0.049832
107,11.188,0.106773
107,11.189,0.115405
107,11.19,-0.017977
107,11.191,-0.083266
107,11.192,-0.037952
107,11.193,-0.111866
107,11.194,-0.385937
107,11.195,-0.532632
107,11.196,-0.349069
107,11.197,-0.106618
107,11.198,-0.021557
107,11.199,0.024095
107,11.2,0.111876
107,11.201,0.144486
107,11.202,0.091675
107,11.203,0.080816
107,11.204,0.136673
107,11.205,0.099553
107,11.206,-0.016008
107,11.207,-0.000551
107,11.208,0.114611
107,11.209,0.099982
107,11.21,-0.042436
107,11.211,-0.072903
107,11.212,0.110202
107,11.213,0.296471
107,11.214,0.29063
107,11.215,0.234615
107,11.216,0.275698
107,11.217,0.262013
107,11.218,0.118023
107,11.219,0.018016
107,11.22,0.030235
107,11.221,0.013599
107,11.222,-0.102895
107,11.223,-0.181372
107,11.224,-0.126304
107,11.225,-0.064852
107,11.226,-0.055996
107,11.227,0.024558
107,11.228,0.140431
107,11.229,0.104682
107,11.23,-0.049783
107,11.231,-0.08609
107,11.232,0.062976
107,11.233,0.14135
107,11.234,-0.040036
107,11.235,-0.230345
107,11.236,-0.169849
107,11.237,-0.03066
107,11.238,0.002457
107,11.239,0.024588
107,11.24,0.088684
107,11.241,0.078661
107,11.242,-0.044384
107,11.243,-0.125821
107,11.244,-0.070506
107,11.245,-0.015049
107,11.246,-0.026783
107,11.247,0.024492
107,11.248,0.121507
107,11.249,0.089477
107,11.25,-0.043026
107,11.251,-0.050976
107,11.252,0.119897
107,11.253,0.197597
107,11.254,-0.019905
107,11.255,-0.276188
107,11.256,-0.290746
107,11.257,-0.223162
107,11.258,-0.246389
107,11.259,-0.221036
107,11.26,-0.042348
107,11.261,0.16531
107,11.262,0.287226
107,11.263,0.384388
107,11.264,0.478742
107,11.265,0.414462
107,11.266,0.210201
107,11.267,0.144042
107,11.268,0.242376
107,11.269,0.223439
107,11.27,-0.000909
107,11.271,-0.226593
107,11.272,-0.330086
107,11.273,-0.442133
107,11.274,-0.607794
107,11.275,-0.56904
107,11.276,-0.260048
107,11.277,-0.042828
107,11.278,-0.087095
107,11.279,-0.132749
107,11.28,0.00233
107,11.281,0.19454
107,11.282,0.301965
107,11.283,0.367078
107,11.284,0.412213
107,11.285,0.296748
107,11.286,0.05985
107,11.287,-0.004511
107,11.288,0.135532
107,11.289,0.202259
107,11.29,0.115097
107,11.291,0.063991
107,11.292,0.103017
107,11.293,-0.007272
107,11.294,-0.366823
107,11.295,-0.627244
107,11.296,-0.522632
107,11.297,-0.271369
107,11.298,-0.100049
107,11.299,0.038282
107,11.3,0.159979
107,11.301,0.161283
107,11.302,0.067571
107,11.303,0.11644
107,11.304,0.403185
107,11.305,0.624017
107,11.306,0.5457
107,11.307,0.365887
107,11.308,0.2586
107,11.309,0.1199
107,11.31,-0.090948
107,11.311,-0.217119
107,11.312,-0.162498
107,11.313,-0.06358
107,11.314,-0.039845
107,11.315,0.042647
107,11.316,0.224598
107,11.317,0.246839
107,11.318,0.037382
107,11.319,-0.119079
107,11.32,-0.052112
107,11.321,0.102741
107,11.322,0.210726
107,11.323,0.347259
107,11.324,0.540588
107,11.325,0.561464
107,11.326,0.341201
107,11.327,0.179431
107,11.328,0.195524
107,11.329,0.163475
107,11.33,-0.014458
107,11.331,-0.173385
107,11.332,-0.213507
107,11.333,-0.277366
107,11.334,-0.434367
107,11.335,-0.419496
107,11.336,-0.107694
107,11.337,0.154293
107,11.338,0.128916
107,11.339,0.016742
107,11.34,0.005025
107,11.341,0.013756
107,11.342,-0.038533
107,11.343,-0.014065
107,11.344,0.190966
107,11.345,0.349052
107,11.346,0.273826
107,11.347,0.157999
107,11.348,0.133674
107,11.349,0.05393
107,11.35,-0.112024
107,11.351,-0.151167
107,11.352,0.08644
107,11.353,0.458873
107,11.354,0.72716
107,11.355,0.868616
107,11.356,0.905629
107,11.357,0.699095
107,11.358,0.275311
107,11.359,-0.064541
107,11.36,-0.162916
107,11.361,-0.161931
107,11.362,-0.186969
107,11.363,-0.111307
107,11.364,0.172539
107,11.365,0.416176
107,11.366,0.385016
107,11.367,0.246192
107,11.368,0.158461
107,11.369,0.022026
107,11.37,-0.173105
107,11.371,-0.227229
107,11.372,-0.011615
107,11.373,0.326811
107,11.374,0.564517
107,11.375,0.701467
107,11.376,0.77186
107,11.377,0.625023
107,11.378,0.255849
107,11.379,-0.061285
107,11.38,-0.170417
107,11.381,-0.195614
107,11.382,-0.241759
107,11.383,-0.165813
107,11.384,0.148141
107,11.385,0.439188
107,11.386,0.440599
107,11.387,0.298623
107,11.388,0.183395
107,11.389,0.018632
107,11.39,-0.197882
107,11.391,-0.272316
107,11.392,-0.07509
107,11.393,0.266036
107,11.394,0.550183
107,11.395,0.772516
107,11.396,0.92453
107,11.397,0.802265
107,11.398,0.383813
107,11.399,-0.021079
107,11.4,-0.208814
107,11.401,-0.287569
107,11.402,-0.383011
107,11.403,-0.382049
107,11.404,-0.155475
107,11.405,0.111369
107,11.406,0.197438
107,11.407,0.188283
107,11.408,0.168355
107,11.409,0.039958
107,11.41,-0.179077
107,11.411,-0.281574
107,11.412,-0.149133
107,11.413,0.06693
107,11.414,0.186457
107,11.415,0.310854
107,11.416,0.524625
107,11.417,0.579587
107,11.418,0.33181
107,11.419,0.015415
107,11.42,-0.165682
107,11.421,-0.267979
107,11.422,-0.352343
107,11.423,-0.270537
107,11.424,0.069177
107,11.425,0.379432
107,11.426,0.38964
107,11.427,0.260042
107,11.428,0.169251
107,11.429,0.034688
107,11.43,-0.160933
107,11.431,-0.249498
107,11.432,-0.151188
107,11.433,-0.056614
107,11.434,-0.13643
107,11.435,-0.175093
107,11.436,0.039903
107,11.437,0.256651
107,11.438,0.215529
107,11.439,0.036444
107,11.44,-0.114908
107,11.441,-0.234805
107,11.442,-0.261834
107,11.443,0.059774
107,11.444,0.796397
107,11.445,1.436819
107,11.446,1.468578
107,11.447,1.040733
107,11.448,0.517236
107,11.449,-0.000804
107,11.45,-0.435561
107,11.451,-0.566532
107,11.452,-0.220414
107,11.453,0.521183
107,11.454,1.339873
107,11.455,1.884218
107,11.456,1.914944
107,11.457,1.398929
107,11.458,0.599726
107,11.459,-0.08823
107,11.46,-0.480706
107,11.461,-0.650142
107,11.462,-0.632423
107,11.463,-0.254417
107,11.464,0.51462
107,11.465,1.190921
107,11.466,1.28993
107,11.467,0.928848
107,11.468,0.432825
107,11.469,-0.083263
107,11.47,-0.508968
107,11.471,-0.643453
107,11.472,-0.424185
107,11.473,-0.074931
107,11.474,0.153378
107,11.475,0.330713
107,11.476,0.563147
107,11.477,0.627235
107,11.478,0.358461
107,11.479,-0.044349
107,11.48,-0.355053
107,11.481,-0.553524
107,11.482,-0.6577
107,11.483,-0.566094
107,11.484,-0.24284
107,11.485,0.069246
107,11.486,0.149434
107,11.487,0.08775
107,11.488,-0.01501
107,11.489,-0.213966
107,11.49,-0.449249
107,11.491,-0.484708
107,11.492,-0.186071
107,11.493,0.277395
107,11.494,0.642463
107,11.495,0.892871
107,11.496,1.070457
107,11.497,0.985421
107,11.498,0.54167
107,11.499,-0.011333
107,11.5,-0.387371
107,11.501,-0.511777
107,11.502,-0.416427
107,11.503,-0.099747
107,11.504,0.339691
107,11.505,0.584032
107,11.506,0.481501
107,11.507,0.277628
107,11.508,0.136301
107,11.509,-0.068879
107,11.51,-0.366056
107,11.511,-0.574896
107,11.512,-0.638878
107,11.513,-0.817897
107,11.514,-1.257422
107,11.515,-1.507565
107,11.516,-1.153461
107,11.517,-0.552829
107,11.518,-0.213639
107,11.519,-0.132173
107,11.52,-0.106939
107,11.521,-0.089686
107,11.522,-0.151881
107,11.523,-0.367761
107,11.524,-0.749176
107,11.525,-1.165125
107,11.526,-1.310651
107,11.527,-0.991439
107,11.528,-0.449748
107,11.529,-0.123411
107,11.53,-0.118908
107,11.531,-0.138459
107,11.532,0.113638
107,11.533,0.551368
107,11.534,0.761074
107,11.535,0.462064
107,11.536,-0.143105
107,11.537,-0.569888
107,11.538,-0.543641
107,11.539,-0.190022
107,11.54,0.187191
107,11.541,0.38048
107,11.542,0.347099
107,11.543,0.123732
107,11.544,-0.25084
107,11.545,-0.676949
107,11.546,-0.900395
107,11.547,-0.716253
107,11.548,-0.287425
107,11.549,0.016129
107,11.55,0.067161
107,11.551,0.041983
107,11.552,0.054664
107,11.553,-0.093144
107,11.554,-0.535378
107,11.555,-0.855208
107,11.556,-0.626944
107,11.557,-0.125043
107,11.558,0.187946
107,11.559,0.270759
107,11.56,0.271273
107,11.561,0.215255
107,11.562,-0.031091
107,11.563,-0.678885
107,11.564,-1.783194
107,11.565,-2.92645
107,11.566,-3.315805
107,11.567,-2.543028
107,11.568,-1.113909
107,11.569,0.077196
107,11.57,0.619882
107,11.571,0.718999
107,11.572,0.630012
107,11.573,0.232338
107,11.574,-0.580966
107,11.575,-1.28953
107,11.576,-1.279092
107,11.577,-0.705405
107,11.578,-0.091756
107,11.579,0.322505
107,11.58,0.512879
107,11.581,0.537527
107,11.582,0.531149
107,11.583,0.606529
107,11.584,0.685678
107,11.585,0.53348
107,11.586,0.164294
107,11.587,-0.072447
107,11.588,-0.031577
107,11.589,0.061618
107,11.59,0.057109
107,11.591,0.054092
107,11.592,0.067321
107,11.593,-0.238002
107,11.594,-1.115939
107,11.595,-2.054465
107,11.596,-2.231777
107,11.597,-1.57486
107,11.598,-0.641455
107,11.599,0.115795
107,11.6,0.52986
107,11.601,0.600378
107,11.602,0.348754
107,11.603,-0.29523
107,11.604,-1.356311
107,11.605,-2.470875
107,11.606,-2.904015
107,11.607,-2.244608
107,11.608,-0.936639
107,11.609,0.188508
107,11.61,0.743301
107,11.611,0.915947
107,11.612,0.897403
107,11.613,0.407424
107,11.614,-0.914558
107,11.615,-2.594913
107,11.616,-3.47241
107,11.617,-2.960613
107,11.618,-1.51373
107,11.619,0.031055
107,11.62,1.071516
107,11.621,1.405822
107,11.622,1.036689
107,11.623,-0.075213
107,11.624,-1.838669
107,11.625,-3.577466
107,11.626,-4.185541
107,11.627,-3.14689
107,11.628,-1.154852
107,11.629,0.600453
107,11.63,1.531785
107,11.631,1.838433
107,11.632,1.804291
107,11.633,1.177929
107,11.634,-0.484745
107,11.635,-2.76174
107,11.636,-4.265412
107,11.637,-3.992594
107,11.638,-2.23175
107,11.639,-0.070997
107,11.64,1.513235
107,11.641,2.151783
107,11.642,1.964549
107,11.643,1.141991
107,11.644,-0.163358
107,11.645,-1.53419
107,11.646,-2.228299
107,11.647,-1.788042
107,11.648,-0.575632
107,11.649,0.601738
107,11.65,1.279789
107,11.651,1.546279
107,11.652,1.577569
107,11.653,1.201064
107,11.654,0.20031
107,11.655,-0.994648
107,11.656,-1.569574
107,11.657,-1.247397
107,11.658,-0.37573
107,11.659,0.546953
107,11.66,1.145203
107,11.661,1.353555
107,11.662,1.424467
107,11.663,1.631334
107,11.664,1.879108
107,11.665,1.735839
107,11.666,1.096882
107,11.667,0.433786
107,11.668,0.110669
107,11.669,0.021767
107,11.67,0.002845
107,11.671,0.13324
107,11.672,0.608417
107,11.673,1.484825
107,11.674,2.556705
107,11.675,3.420103
107,11.676,3.650248
107,11.677,3.060395
107,11.678,1.895164
107,11.679,0.675838
107,11.68,-0.203492
107,11.681,-0.62573
107,11.682,-0.503917
107,11.683,0.38563
107,11.684,1.977242
107,11.685,3.424687
107,11.686,3.743168
107,11.687,2.844103
107,11.688,1.351367
107,11.689,-0.109622
107,11.69,-1.102799
107,11.691,-1.373436
107,11.692,-0.872826
107,11.693,0.248323
107,11.694,1.64553
107,11.695,2.797281
107,11.696,3.16573
107,11.697,2.545028
107,11.698,1.274793
107,11.699,-0.015249
107,11.7,-0.898231
107,11.701,-1.309004
107,11.702,-1.258271
107,11.703,-0.61264
107,11.704,0.574589
107,11.705,1.663231
107,11.706,1.949091
107,11.707,1.419926
107,11.708,0.511018
107,11.709,-0.399904
107,11.71,-1.028907
107,11.711,-1.216159
107,11.712,-1.051118
107,11.713,-0.803963
107,11.714,-0.580885
107,11.715,-0.170149
107,11.716,0.443125
107,11.717,0.783302
107,11.718,0.53737
107,11.719,-0.022553
107,11.72,-0.488497
107,11.721,-0.69639
107,11.722,-0.584822
107,11.723,-0.024562
107,11.724,0.903854
107,11.725,1.620723
107,11.726,1.604332
107,11.727,1.020658
107,11.728,0.316307
107,11.729,-0.291326
107,11.73,-0.698345
107,11.731,-0.83841
107,11.732,-0.851251
107,11.733,-1.076207
107,11.734,-1.586327
107,11.735,-1.845175
107,11.736,-1.410914
107,11.737,-0.638111
107,11.738,-0.065499
107,11.739,0.232234
107,11.74,0.369812
107,11.741,0.311943
107,11.742,-0.136595
107,11.743,-1.219579
107,11.744,-2.95128
107,11.745,-4.719013
107,11.746,-5.415564
107,11.747,-4.426799
107,11.748,-2.353261
107,11.749,-0.414707
107,11.75,0.679898
107,11.751,1.093405
107,11.752,1.417634
107,11.753,2.155578
107,11.754,3.41806
107,11.755,4.756958
107,11.756,5.339011
107,11.757,4.606737
107,11.758,2.855513
107,11.759,0.993385
107,11.76,-0.267637
107,11.761,-0.767257
107,11.762,-0.509514
107,11.763,0.692733
107,11.764,2.82403
107,11.765,4.985971
107,11.766,5.819367
107,11.767,4.81559
107,11.768,2.655332
107,11.769,0.407121
107,11.77,-1.167354
107,11.771,-1.821566
107,11.772,-1.731566
107,11.773,-1.233067
107,11.774,-0.548385
107,11.775,0.230582
107,11.776,0.853686
107,11.777,0.927438
107,11.778,0.413601
107,11.779,-0.262621
107,11.78,-0.708297
107,11.781,-0.868779
107,11.782,-0.86895
107,11.783,-0.805559
107,11.784,-0.752568
107,11.785,-0.786741
107,11.786,-0.863582
107,11.787,-0.838439
107,11.788,-0.711397
107,11.789,-0.625429
107,11.79,-0.608639
107,11.791,-0.540399
107,11.792,-0.371252
107,11.793,-0.246492
107,11.794,-0.363331
107,11.795,-0.705643
107,11.796,-0.980591
107,11.797,-0.898262
107,11.798,-0.468309
107,11.799,0.035689
107,11.8,0.343247
107,11.801,0.417755
107,11.802,0.502724
107,11.803,0.913119
107,11.804,1.582723
107,11.805,1.903414
107,11.806,1.455595
107,11.807,0.606766
107,11.808,-0.063794
107,11.809,-0.372925
107,11.81,-0.386631
107,11.811,-0.239245
107,11.812,-0.184273
107,11.813,-0.524002
107,11.814,-1.199445
107,11.815,-1.565457
107,11.816,-1.134856
107,11.817,-0.276983
107,11.818,0.377873
107,11.819,0.650481
107,11.82,0.656712
107,11.821,0.489091
107,11.822,0.115837
107,11.823,-0.633996
107,11.824,-1.888281
107,11.825,-3.319973
107,11.826,-4.092826
107,11.827,-3.597273
107,11.828,-2.115523
107,11.829,-0.465975
107,11.83,0.792655
107,11.831,1.529544
107,11.832,1.592445
107,11.833,0.509923
107,11.834,-2.034041
107,11.835,-5.293835
107,11.836,-7.520276
107,11.837,-7.277217
107,11.838,-4.560325
107,11.839,-0.779858
107,11.84,2.249135
107,11.841,3.440419
107,11.842,2.612723
107,11.843,0.026937
107,11.844,-3.54252
107,11.845,-6.517491
107,11.846,-7.248031
107,11.847,-5.310883
107,11.848,-1.839494
107,11.849,1.4344
107,11.85,3.458065
107,11.851,4.254177
107,11.852,4.327699
107,11.853,4.056091
107,11.854,3.592059
107,11.855,3.024683
107,11.856,2.478192
107,11.857,2.10674
107,11.858,2.008624
107,11.859,2.087244
107,11.86,2.099908
107,11.861,1.966991
107,11.862,1.975467
107,11.863,2.562879
107,11.864,3.797328
107,11.865,5.050245
107,11.866,5.341602
107,11.867,4.20199
107,11.868,2.164829
107,11.869,0.302519
107,11.87,-0.638469
107,11.871,-0.623569
107,11.872,-0.060961
107,11.873,0.681704
107,11.874,1.465695
107,11.875,2.1777
107,11.876,2.546613
107,11.877,2.33037
107,11.878,1.617234
107,11.879,0.775635
107,11.88,0.107687
107,11.881,-0.329041
107,11.882,-0.609294
107,11.883,-0.853242
107,11.884,-1.235303
107,11.885,-1.818961
107,11.886,-2.338074
107,11.887,-2.405182
107,11.888,-1.951076
107,11.889,-1.225451
107,11.89,-0.464341
107,11.891,0.240111
107,11.892,0.903065
107,11.893,1.673753
107,11.894,2.739875
107,11.895,3.953577
107,11.896,4.661366
107,11.897,4.226758
107,11.898,2.741343
107,11.899,0.964891
107,11.9,-0.429807
107,11.901,-1.220095
107,11.902,-1.246255
107,11.903,-0.112867
107,11.904,2.312342
107,11.905,5.127677
107,11.906,6.72654
107,11.907,6.203626
107,11.908,4.230782
107,11.909,2.643439
107,11.91,2.911609
107,11.911,4.551405
107,11.912,5.810579
107,11.913,6.115546
107,11.914,6.184397
107,11.915,5.811226
107,11.916,3.657721
107,11.917,-0.549019
107,11.918,-5.103671
107,11.919,-8.126598
107,11.92,-9.360416
107,11.921,-9.699728
107,11.922,-9.869494
107,11.923,-10.048586
107,11.924,-10.126077
107,11.925,-9.822139
107,11.926,-8.777806
107,11.927,-6.930183
107,11.928,-4.836714
107,11.929,-3.350148
107,11.93,-2.884153
107,11.931,-3.221389
107,11.932,-3.922981
107,11.933,-4.440557
107,11.934,-3.946465
107,11.935,-1.966618
107,11.936,0.558338
107,11.937,1.840169
107,11.938,1.200394
107,11.939,-0.39405
107,11.94,-1.719449
107,11.941,-2.300355
107,11.942,-2.055417
107,11.943,-0.74282
107,11.944,1.798343
107,11.945,4.999282
107,11.946,7.686755
107,11.947,8.916376
107,11.948,8.225141
107,11.949,5.484608
107,11.95,1.338192
107,11.951,-2.571736
107,11.952,-4.467554
107,11.953,-3.489946
107,11.954,-0.265244
107,11.955,3.119875
107,11.956,4.276347
107,11.957,2.225444
107,11.958,-1.919143
107,11.959,-5.923302
107,11.96,-8.157275
107,11.961,-8.403458
107,11.962,-7.30965
107,11.963,-5.580012
107,11.964,-3.716865
107,11.965,-2.166818
107,11.966,-1.311668
107,11.967,-1.243628
107,11.968,-1.741708
107,11.969,-2.45258
107,11.97,-3.065348
107,11.971,-3.500182
107,11.972,-4.003098
107,11.973,-4.873891
107,11.974,-5.986564
107,11.975,-6.77144
107,11.976,-6.72498
107,11.977,-5.704666
107,11.978,-3.772283
107,11.979,-1.038833
107,11.98,2.026249
107,11.981,4.055687
107,11.982,3.337288
107,11.983,-0.320836
107,11.984,-4.801747
107,11.985,-7.409919
107,11.986,-6.887508
107,11.987,-3.641196
107,11.988,0.866867
107,11.989,4.862917
107,11.99,7.304529
107,11.991,8.202474
107,11.992,8.021579
107,11.993,7.304232
107,11.994,6.633715
107,11.995,6.381156
107,11.996,6.401502
107,11.997,6.22625
107,11.998,5.669541
107,11.999,5.009158
107,12.0,4.530816
107,12.001,4.280871
107,12.002,4.323597
107,12.003,4.84858
107,12.004,5.8404
107,12.005,6.807135
107,12.006,6.939767
107,12.007,5.616663
107,12.008,3.036955
107,12.009,0.312716
107,12.01,-1.42038
107,12.011,-1.929918
107,12.012,-1.841367
107,12.013,-1.895719
107,12.014,-2.174966
107,12.015,-1.99825
107,12.016,-0.948604
107,12.017,0.389398
107,12.018,1.249877
107,12.019,1.521474
107,12.02,1.475
107,12.021,1.316546
107,12.022,1.106544
107,12.023,0.790218
107,12.024,0.224495
107,12.025,-0.650296
107,12.026,-1.574085
107,12.027,-2.111891
107,12.028,-2.10415
107,12.029,-1.75967
107,12.03,-1.338721
107,12.031,-0.972424
107,12.032,-0.73997
107,12.033,-0.694076
107,12.034,-0.662199
107,12.035,-0.222036
107,12.036,0.707688
107,12.037,1.551279
107,12.038,1.793802
107,12.039,1.539477
107,12.04,1.168494
107,12.041,0.951952
107,12.042,1.091705
107,12.043,1.772579
107,12.044,2.80155
107,12.045,3.33973
107,12.046,2.689284
107,12.047,1.188494
107,12.048,-0.295721
107,12.049,-1.266153
107,12.05,-1.654439
107,12.051,-1.57768
107,12.052,-1.276246
107,12.053,-1.088541
107,12.054,-1.278316
107,12.055,-1.726481
107,12.056,-1.911732
107,12.057,-1.432794
107,12.058,-0.437789
107,12.059,0.589059
107,12.06,1.277002
107,12.061,1.569891
107,12.062,1.652245
107,12.063,1.70259
107,12.064,1.588481
107,12.065,0.914787
107,12.066,-0.299181
107,12.067,-1.340962
107,12.068,-1.628261
107,12.069,-1.290471
107,12.07,-0.761897
107,12.071,-0.357164
107,12.072,-0.325457
107,12.073,-0.945573
107,12.074,-2.149297
107,12.075,-3.083429
107,12.076,-2.808362
107,12.077,-1.447969
107,12.078,0.079465
107,12.079,1.113931
107,12.08,1.561738
107,12.081,1.661755
107,12.082,1.764907
107,12.083,2.114328
107,12.084,2.499542
107,12.085,2.233339
107,12.086,1.04243
107,12.087,-0.342459
107,12.088,-1.077628
107,12.089,-1.063663
107,12.09,-0.665228
107,12.091,-0.263283
107,12.092,-0.228702
107,12.093,-0.960649
107,12.094,-2.48687
107,12.095,-3.935354
107,12.096,-4.117617
107,12.097,-2.822108
107,12.098,-0.891214
107,12.099,0.757795
107,12.1,1.703654
107,12.101,1.993726
107,12.102,1.870369
107,12.103,1.45699
107,12.104,0.665352
107,12.105,-0.530789
107,12.106,-1.725801
107,12.107,-2.262775
107,12.108,-1.904954
107,12.109,-1.043889
107,12.11,-0.229374
107,12.111,0.271741
107,12.112,0.53721
107,12.113,0.837143
107,12.114,1.431895
107,12.115,2.343055
107,12.116,3.206105
107,12.117,3.471227
107,12.118,2.896262
107,12.119,1.77719
107,12.12,0.647484
107,12.121,-0.081043
107,12.122,-0.094519
107,12.123,0.991628
107,12.124,3.366133
107,12.125,6.410645
107,12.126,8.779792
107,12.127,9.260934
107,12.128,7.383253
107,12.129,3.766696
107,12.13,0.225631
107,12.131,-1.158668
107,12.132,0.383988
107,12.133,3.643383
107,12.134,6.523443
107,12.135,7.599208
107,12.136,6.323537
107,12.137,2.726069
107,12.138,-2.177491
107,12.139,-6.655225
107,12.14,-9.567943
107,12.141,-10.724023
107,12.142,-10.208451
107,12.143,-8.126347
107,12.144,-4.694876
107,12.145,-0.382069
107,12.146,3.68451
107,12.147,5.807379
107,12.148,4.983522
107,12.149,1.92296
107,12.15,-1.67434
107,12.151,-4.54356
107,12.152,-6.299916
107,12.153,-7.038782
107,12.154,-7.014201
107,12.155,-6.560717
107,12.156,-5.974457
107,12.157,-5.314989
107,12.158,-4.322077
107,12.159,-2.738168
107,12.16,-0.921299
107,12.161,0.149215
107,12.162,-0.3426
107,12.163,-2.419862
107,12.164,-5.215621
107,12.165,-7.385739
107,12.166,-7.817378
107,12.167,-6.103625
107,12.168,-2.855716
107,12.169,0.458956
107,12.17,2.589122
107,12.171,3.306171
107,12.172,3.029817
107,12.173,2.117918
107,12.174,0.796911
107,12.175,-0.409664
107,12.176,-0.762243
107,12.177,-0.045391
107,12.178,1.205393
107,12.179,2.265327
107,12.18,2.749774
107,12.181,2.802823
107,12.182,2.975742
107,12.183,3.801692
107,12.184,5.285633
107,12.185,6.670064
107,12.186,6.861149
107,12.187,5.37581
107,12.188,2.807049
107,12.189,0.26063
107,12.19,-1.463975
107,12.191,-2.12012
107,12.192,-1.691576
107,12.193,-0.040286
107,12.194,2.866361
107,12.195,6.261258
107,12.196,8.496977
107,12.197,8.176945
107,12.198,5.428157
107,12.199,1.816289
107,12.2,-1.00483
107,12.201,-2.351963
107,12.202,-2.452459
107,12.203,-1.927079
107,12.204,-1.447759
107,12.205,-1.445472
107,12.206,-1.820135
107,12.207,-2.100143
107,12.208,-2.035507
107,12.209,-1.80845
107,12.21,-1.647218
107,12.211,-1.580481
107,12.212,-1.657467
107,12.213,-2.149464
107,12.214,-3.189111
107,12.215,-4.184147
107,12.216,-4.180171
107,12.217,-2.942088
107,12.218,-1.158054
107,12.219,0.265654
107,12.22,0.845888
107,12.221,0.795542
107,12.222,0.769161
107,12.223,1.205871
107,12.224,1.821508
107,12.225,1.827766
107,12.226,0.924168
107,12.227,-0.242921
107,12.228,-0.9397
107,12.229,-1.080295
107,12.23,-0.923809
107,12.231,-0.647547
107,12.232,-0.414857
107,12.233,-0.605164
107,12.234,-1.635773
107,12.235,-3.401518
107,12.236,-5.22829
107,12.237,-6.396327
107,12.238,-6.225232
107,12.239,-4.132499
107,12.24,-0.520072
107,12.241,2.883347
107,12.242,4.240232
107,12.243,2.816472
107,12.244,-0.71783
107,12.245,-4.407245
107,12.246,-5.963857
107,12.247,-4.458649
107,12.248,-1.042683
107,12.249,2.195401
107,12.25,3.996589
107,12.251,4.510593
107,12.252,4.462007
107,12.253,4.162504
107,12.254,3.363822
107,12.255,1.899993
107,12.256,0.255765
107,12.257,-0.637213
