animal_id,recording_date,source_file,window_source,window_start,window_end,rule_used,start_annotation,end_annotation,n_beats,heart_rate_bpm,rr_mean_ms,rr_std_ms,r_amplitude_mv,qrs_duration_ms,j_wave_amplitude_mv,t_wave_amplitude_mv,rt_interval_ms,qt_ms,qtc_ms,qt_std_ms,qrs_std_ms,r_amplitude_std_mv,rr_cv,annotated_window_HR,annotated_window_rr_std,overrode_inrange_annotation,status,reason
125,2024-11-14,2024 11 14 125.txt,annotated,18099,29299,A_same_*,#* ecg baseline,#* ecg baseline end,94,500.4,119.91,18.12,0.1791,5.0,0.0529,0.0031,64.0,91.21,83.29,5.5012858186303415,0.3864108672153545,0.01827733286846357,0.1511,500.3586800573888,18.12376287470852,False,OK,passed gate
130,2024-11-15,2024 11 15 130.txt,annotated,20799,86299,A_same_*,#* ecg baseline,#* ecg baseline end,565,516.8,116.11,35.97,0.1731,6.0,0.0405,0.0296,56.0,59.89,55.58,8.401942066823684,1.4699138271277348,0.027341482277621926,0.3098,516.7595632587615,35.9712338811335,False,OK,passed gate
123,2024-11-14,2024_11 _14_123.txt,annotated,82849,119249,A_same_*,#* ecg start,#* ecg end,305,502.6,119.38,26.33,0.249,6.0,0.0943,0.0209,75.0,79.08,72.38,8.613933418105589,13.176831060424362,0.0541270203895002,0.2206,502.60395139290733,26.33081598302206,False,OK,passed gate
101,2024-11-01,2024_11_01_101.txt,annotated,472364,502364,D_single_30s,#1 ecg,,196,400.3,149.89,97.42,0.573,6.0,0.1402,0.071,58.0,65.63,53.61,18.87093196549738,4.302652729749464,0.367532948201255,0.65,400.3010811550568,97.42243856431706,False,OK,passed gate
102,2024-11-01,2024_11_01_102.txt,annotated,83509,113509,D_single_30s,#* ecg,,180,366.9,163.52,240.83,2.4661,6.0,0.9996,0.6051,40.0,64.53,50.46,19.02495878060643,2.249905163874866,3.4107903403195223,1.4728,366.9285958319098,240.829963344977,False,NEEDS_REVIEW,
105,2024-11-01,2024_11_01_105.txt,annotated,69099,107949,A_same_3,#3 ecg baseline 2,#3 ecg baseline 2 done,291,450.9,133.06,59.21,0.2941,6.0,0.1684,0.0535,52.0,59.37,51.47,12.706753603706902,19.601645538456626,0.09298075163185866,0.445,450.91738364258316,59.21408238584801,False,OK,passed gate
106,2024-11-01,2024_11_01_106.txt,annotated,24999,54999,D_single_30s,#* ecg,,232,464.9,129.07,27.89,0.8479,6.0,0.0507,0.0515,57.0,74.72,65.77,20.419528239111045,4.2536262018210635,0.5934453271909969,0.2161,464.851086664878,27.88904638631516,False,OK,passed gate
107,2024-11-01,2024_11_01_107.txt,annotated,303059,333059,D_single_30s,#* ecg,,150,303.1,197.98,395.33,3.1318,6.0,0.7619,0.5216,64.0,68.48,48.67,19.631178880994458,6.064323194861079,3.3081312991703347,1.9968,303.06112071595646,395.3307966514409,False,NEEDS_REVIEW,
108,2024-11-01,2024_11_01_108.txt,annotated,133649,163649,D_single_30s,#* baseline ecg,,231,460.9,130.19,19.06,0.4828,6.0,0.0841,0.0034,77.0,76.93,67.43,14.52476879521916,0.49168053532898043,0.04174705295808437,0.1464,460.8756637611462,19.055533743315692,False,OK,passed gate
109,2024-11-01,2024_11_01_109.txt,annotated,2591854,2651854,C_long_baseline,#*       15 min baseline start,#1       15 min baseline end,171,170.8,351.38,328.05,0.7391,4.0,0.4242,0.2887,40.0,58.79,31.36,19.52894052610866,2.071387277209096,0.3830632582738675,0.9336,170.75416422532854,328.04520675495974,False,NEEDS_REVIEW,
119,2024-11-01,2024_11_01_119.txt,annotated,64349,90049,A_same_*,#* ecg baseline,#* ecg baseline end,248,578.3,103.74,23.44,0.2282,6.0,0.0414,0.0556,65.0,81.77,80.28,19.851668559311193,2.7697223072752015,0.052903576318363274,0.2259,578.3414634146342,23.43811529699346,False,OK,passed gate
114,2024-11-01,2024_11_114.txt,annotated,37599,54099,A_same_*,#* ecg baseline,#* ecg baseline end,56,205.4,292.18,278.91,0.3362,6.0,0.0728,0.0842,61.0,65.74,38.46,19.05131641133575,1.7274047943519102,0.12633625552383718,0.9546,205.35158680771625,278.9110498660348,False,NEEDS_REVIEW,
111,2024-11-13,2024_11_13_111.txt,annotated,266349,281449,A_same_*,#* ecg baseline,#* ecg baseline end,72,283.6,211.58,322.99,1.2645,6.0,0.683,1.037,40.0,63.69,43.79,19.350851231183047,0.8365026067277588,0.164922025634997,1.5266,283.584076687525,322.98879511621413,False,NEEDS_REVIEW,
112,2024-11-13,2024_11_13_112.txt,annotated,37449,54799,A_same_*,#* ecg baseline,#* ecg baseline end,87,313.8,191.22,264.79,3.2894,6.0,1.4035,1.9789,40.0,58.7,42.45,21.487113005091825,1.0443647228907171,1.4692822698454455,1.3848,313.7731833384007,264.7945885870911,False,NEEDS_REVIEW,
113,2024-11-13,2024_11_13_113.txt,annotated,108599,122249,A_same_*,#* ecgbaseline,#* ecgbaseline end,46,213.0,281.69,182.15,0.397,6.0,0.0453,0.0551,57.0,67.49,40.21,17.1042713250514,1.0550503841671797,0.10152066819096223,0.6466,213.0009466708741,182.14577356689568,False,NEEDS_REVIEW,
115,2024-11-13,2024_11_13_115.txt,annotated,66804,121014,A_same_*,#* ecg baseline,#* ecg baseline end,408,454.9,131.9,716.72,1.704,8.0,0.3176,0.9476,80.0,64.14,55.85,20.918742882558092,1.4127937336770602,0.5644836982117912,5.4339,454.90108416228907,716.7189878546185,False,NEEDS_REVIEW,
