animal_id,date,recording_type,lead,sampling_rate_hz,segment,segment_duration_s,segment_start_s,segment_end_s,n_beats_detected,r_peak_method,signal_std_mv,r_amp_mean_mv,heart_rate_bpm,rr_mean_ms,rr_std_ms,rr_min_ms,rr_max_ms,qrs_method,qrs_mean_ms,qrs_std_ms,qt_mean_ms,qt_std_ms,qtc_ms,qtc_formula,notes
201,2024-12-14,anaesthetised_isoflurane,Lead II,1000,baseline,25.0,94.599,119.599,41,scipy_find_peaks_manual,0.10009,0.1862,492.5,121.82,0.86,120.0,123.0,fwhm,15.34,1.28,70.5,7.41,63.87,QT/sqrt(RR/100)_Mitchell1998,Standard automated algorithms (Pan-Tompkins etc.) failed. Manual find_peaks used.
