animal_id,heart_rate_bpm,rr_mean_ms,rr_std_ms,rr_cv,r_amplitude_mv,qrs_duration_ms,j_wave_amplitude_mv,t_wave_amplitude_mv,rt_interval_ms,qt_ms,qtc_ms,r_amplitude_std,qrs_std,j_wave_std,t_wave_std,rt_std,qt_std,corr_R_T_amp,corr_R_J_amp,corr_J_T_amp,corr_QRS_QT,n_beats,cluster_recommended,cluster_kmeans_k5,gmm_max_prob,gmm_cluster
101,400.3010811550568,149.88717948717948,97.42243856431706,0.6499717914343037,0.5730179813126389,6.0,0.14017499827308907,0.07102505760599559,58.0,65.62777777777778,53.60501911396353,0.367532948201255,4.302652729749464,0.22306093402920588,0.2799978986687717,12.879146820161651,17.44529671623132,0.524727848683669,0.7088226862535459,0.5429414446258097,0.43657516113822764,196,2,2,1.0,0
102,366.9285958319098,163.5195530726257,240.829963344977,1.4727900047403784,2.466079864901526,6.0,0.9995538694091696,0.6051464385578076,40.0,64.525,50.45952610527955,3.4107903403195223,2.249905163874866,2.029812228625929,2.38216954899409,14.704677129566363,16.951409355748012,0.7982041903165656,0.7854953612371187,0.7030164243534232,0.12184961017702635,180,0,1,1.0,2
105,450.91738364258316,133.06206896551726,59.21408238584801,0.4450109850703825,0.29412741133553094,6.0,0.16835463719299718,0.05350172221700337,52.0,59.37238493723849,51.4703780947072,0.09298075163185866,19.601645538456626,0.10117562016421615,0.12860206315081865,7.238899809021691,27.77663687099019,0.6499940619438801,0.7371990470084914,0.694338965671307,0.13680759183605645,291,2,2,1.0,0
106,464.851086664878,129.07359307359306,27.88904638631516,0.21607089197876317,0.8479056423887467,6.0,0.050681864381326845,0.05152018648387078,57.0,74.71875,65.76743403486954,0.5934453271909969,4.2536262018210635,0.4217167222162633,0.4863544613528068,11.883084169808262,20.552790046595543,0.8057748950845651,0.8399822047143034,0.8014081962579014,0.12938412361844123,232,2,2,1.0,0
107,303.06112071595646,197.9798657718121,395.3307966514409,1.9968232381119595,3.1318024807410274,6.0,0.7618837306073082,0.5215757679219233,64.0,68.47692307692307,48.66690466295007,3.3081312991703347,6.064323194861079,1.7720293032544734,2.7494600526337285,13.468387192831406,12.114547475510525,0.7363802465318492,0.6152356797514605,0.5883435491176701,0.12560483336507472,150,0,1,1.0,2
108,460.8756637611462,130.18695652173912,19.055533743315692,0.14637052937122566,0.48278300240355465,6.0,0.08409514947393494,0.003384472042309852,77.0,76.93362831858407,67.42678894437181,0.04174705295808437,0.49168053532898043,0.021229937743955644,0.10012172133203585,10.007682148541846,1.512182024707639,0.15719354647970873,0.03898218924189887,-0.6887429622991289,-0.07597417285027472,231,1,0,0.9999999999999929,1
112,313.7731833384007,191.22093023255815,264.7945885870911,1.384757349862562,3.2894363975809346,6.0,1.4034713238215197,1.978937772428991,40.0,58.69512195121951,42.44575822974237,1.4692822698454455,1.0443647228907171,1.0276172229163776,2.085728202092474,14.865824889927996,6.3649605103426685,0.6596478880154812,0.5886502216798475,0.50698184004694,0.1338901952493821,87,0,1,1.0,2
115,454.90108416228907,131.8968058968059,716.7189878546185,5.433937410246074,1.7039917079584055,8.0,0.317648338550968,0.947552974559737,80.0,64.14285714285714,55.85102678372147,0.5644836982117912,1.4127937336770602,0.5307346030544149,0.7274523619729228,10.921112524719966,15.616217174658747,0.4571180170629286,0.6169059238177302,-0.0037287463185530704,-0.021534642204093558,408,0,3,1.0,5
116,530.5220200646149,113.09615384615384,1.265825880825474,0.011192475055760017,0.23805889723269485,6.0,0.04081546516418062,0.04849828835000017,76.0,80.47252747252747,75.66999825146087,0.025044859160663686,0.4910513632749223,0.025789478803690563,0.03096552691473919,1.2916691761601615,24.562445923448283,0.6547708725260336,0.726938005615729,0.5198868562590601,-0.055870133735637095,105,3,4,0.998553495329425,3
117,336.1927902018149,178.46902654867256,171.3692270464806,0.9602183099247439,0.7962058466685741,9.0,0.2848822863422729,0.2175885523067929,56.0,56.25301204819277,42.10797478007598,1.1901923997665314,42.849351501124545,0.6089622943681529,0.5317002774459789,13.58224861639182,30.188077021611782,0.7959380114069478,0.8460237653725666,0.8396302480547108,0.1995862872496706,114,2,2,1.0,6
